DocumentWeight,Amount Awarded,Identifier,Topic
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0249700569598,2940.0,1,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0,0.0,0,topic1
0.0586802718457,48027.0,2,topic1
0.0255140332616,39578.0,1,topic1
0.107267587648,476821.0,4,topic1
0.218992017966,753149.0,8,topic1
0.187607869955,229703.0,7,topic1
0.267978729544,286728.0,9,topic1
0.31317606901,1018481.0,12,topic1
0.208630654256,694715.0,7,topic1
0.223335427108,239216.0,8,topic1
0.233153600907,766728.0,8,topic1
0.480214973708,4961588.0,17,topic1
0.200400729455,340864.0,6,topic1
0.167880398442,279996.0,6,topic1
0.169044964515,894924.0,6,topic1
0.145829600507,470665.0,5,topic1
0.16538792705,112408.0,6,topic1
0.0564867396692,471184.0,2,topic1
0.0902872059369,735840.0,3,topic1
0.103697940433,19170.0,4,topic1
0.104492038311,26287.0,4,topic1
0.192997699517,3144568.0,7,topic1
0.246604927978,3495133.0,9,topic1
0.113183507048,28537.0,4,topic1
0.111889521747,72279.0,4,topic1
0.0844802288385,23672.0,3,topic1
0.32714900073,395451.0,11,topic1
0.24221763128,49143.0,8,topic1
0.17060699643,127954.0,6,topic1
0.24435730957,168648.0,9,topic1
0.106494858057,198955.0,4,topic1
0.138941735397,7956330.0,5,topic1
0.186365738844,1404435.0,7,topic1
0.0833297946473,95319.0,3,topic1
0.135321353712,909260.0,5,topic1
0.0809182995698,30816.0,3,topic1
0.249864359662,6682349.0,9,topic1
0.165686333654,420164.0,6,topic1
0.197332562676,332781.0,7,topic1
0.177644303273,476968.0,6,topic1
0.214054655475,4308006.0,7,topic1
0.538919116166,258272.0,17,topic1
0.878356279843,5180653.15,27,topic1
0.810443725453,4477463.0,26,topic1
0.761151781864,3418915.2,24,topic1
0.27230397544,2609415.0,10,topic1
0.334782889901,2561922.0,11,topic1
0.342274123146,2713999.0,12,topic1
0.502190516557,534433.5,18,topic1
0.473040986838,1313320.0,17,topic1
0.489696150477,1755096.0,17,topic1
0.403383716319,709858.0,13,topic1
0.778580538994,608278.0,24,topic1
0.281480089972,1764169.0,10,topic1
0.275872487009,2557440.27,10,topic1
0.353294838811,579859.73,13,topic1
0.144316959051,35605.0,5,topic1
