Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-blf-0030086963,Young People's Project,This project will build relations between Milton Keynes Gallery and young people in the area to create films exploring young people's identity within Milton Keynes and the concept of contemporary art.,2006-12-20,142510.0,360G-blf,The Big Lottery Fund,0.036168939525
360G-blf-0031025368,A4A - Lancaster Young Advisors,"The organisation will use the funding to train NEET young people to become young advisors, who will then help other local young people to find employment and volunteer opportunities. This will improve the employability of local young people.",2015-08-05T00:00:00+00:00,9996.0,360G-blf,The Big Lottery Fund,0.0348301188567
360G-blf-0031005975,Tadpole Trikes for young people,The group will aim to increase physical activity amongst young people through the purchase of all-terrain trikes.,2014-03-17,1997.0,360G-blf,The Big Lottery Fund,0.0344223027927
360G-CFTyneWearNland-171748,Towards Youth Reboot Project: Inspiring young people through 'offline' adventures,Towards Youth Reboot Project: Inspiring young people through 'offline' adventures,2017-02-02T00:00:00+00:00,4000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0341573087662
360G-blf-0030081326,Monthly Newsletter,A project by this Hackney Youth Group to provide a monthly newsletter for local young people.,2008-07-01,9650.0,360G-blf,The Big Lottery Fund,0.0341573087662
360G-blf-0030004033,Nature Calls Edition 3,A project by this group in Wiltshire to enable young people working on a youth-led environment magazine to train other young people to work on the project. The young people will design and produce the magazine for other young people to read.,2008-03-17,4870.0,360G-blf,The Big Lottery Fund,0.0337163651552
360G-blf-0030057872,Calshot Young People's Project,This is a project by a charity in Southampton. The group will use funding to start a youth club for young people in the Calshot area.,2011-03-03,7540.0,360G-blf,The Big Lottery Fund,0.0333616677332
360G-QuartetCF-A437643,Grant to Full Circle,Towards a co-ordinated programme of activities for young people.,2017-03-02T00:00:00+00:00,300.0,GB-CHC-1080418,Quartet Community Foundation,0.0332194330968
360G-CFTyneWearNland-170831,Towards a motivational programme of activities for young people,Towards a motivational programme of activities for young people,2016-11-04T00:00:00+00:00,1279.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0332194330968
360G-dulverton-006D000000MJrFe,Towards the programme of activities for young people,Towards the programme of activities for young people,2006-05-11T00:00:00+00:00,2500.0,GB-COH-07991677,The Dulverton Trust,0.0332194330968
360G-CFTyneWearNland-171344,Towards Artistic activities for the young people of Blyth,Towards Artistic activities for the young people of Blyth,2017-01-20T00:00:00+00:00,1820.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0332194330968
360G-blf-0030062921,Centre of Attention - By Young People for Young People,This is a project by a community organisation in Leicester.  The group will use the funding to deliver a youth support services delivered by young people and for young people. This will enable beneficiaries to develop volunteering skills and access information and support to increase their chances of accessing future education and employment opportunities.,2013-05-09,8287.0,360G-blf,The Big Lottery Fund,0.0330202691737
360G-blf-0030139445,Transfer of MF/2/000300033,"This is a transfer application from MIND in Ealing and Hounslow to Youth2Youth - a confidential helpline run by young people for young people. The project provides confidential and sympathetic support for young people in the UK. A telephone and email helpline is available two evenings a week, staffed by young people from West London Boroughs (mainly Ealing and Hounslow) who are trained, and supervised, to offer listening, support and information to their peers.",2004-04-20,46802.0,360G-blf,The Big Lottery Fund,0.0324227286473
360G-blf-0031027716,Extended Support for Children and Young People at Ynys Saff,Extended Support for Children and Young People at Ynys Saff,2015-10-08T00:00:00+00:00,4992.0,360G-blf,The Big Lottery Fund,0.0322288499105
360G-dulverton-006D000000MJrAR,Towards the Children and Young People's Project,Towards the Children and Young People's Project,2005-02-03T00:00:00+00:00,1500.0,GB-COH-07991677,The Dulverton Trust,0.0322288499105
360G-BirminghamCC-1002622,Footsteps,FOOTSTEPS; Children and young people; ,2014-11-19T00:00:00+00:00,162869.0,GB-LAE-BIR,Birmingham City Council,0.0322288499105
360G-dulverton-006D000000MJrV3,children and young people's support work,children and young people's support work,2010-05-11T00:00:00+00:00,3000.0,GB-COH-07991677,The Dulverton Trust,0.0322288499105
360G-BirminghamCC-1002550,Kigsheath Playcare,KIGSHEATH PLAYCARE; Children and young people; ,2014-07-28T00:00:00+00:00,1935.65,GB-LAE-BIR,Birmingham City Council,0.0322288499105
360G-truecolours:TCT1412,towards its Bereaved Children and Young People Project,Towards its Bereaved Children and Young People Project.,2016-12-20,5000.0,GB-CHC-1089893,True Colours Trust,0.0322288499105
360G-blf-0031006902,Tinnitus information for children and young people,Not Available,2014-04-02,4000.0,360G-blf,The Big Lottery Fund,0.0322288499105
360G-CFTyneWearNland-160337,Towards Children and young people's project,Towards Children and young people's project,2015-06-24T00:00:00+00:00,3100.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0322288499105
360G-blf-0031010753,Together for Derbyshire's children and young people,Not Available,2014-06-25,9922.0,360G-blf,The Big Lottery Fund,0.0322288499105
360G-CFTyneWearNland-161741,Towards Children and Young People's Project,Towards Children and Young People's Project,2016-01-19T00:00:00+00:00,5000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0322288499105
360G-blf-0031024993,Bicky young people's sessions,The funding will be used to provide crafting sessions for young people. This will provide a positive and constructive activity in the area for young people to help them feel less isolated.,2015-07-29T00:00:00+00:00,9820.0,360G-blf,The Big Lottery Fund,0.032153418042
360G-blf-0031008015,Expanding Opportunities for Young People,Not Available,2014-05-02,5000.0,360G-blf,The Big Lottery Fund,0.0320768460753
360G-dulverton-006D000000MJrL9,accrediting young people's achievements on the AQA Award Scheme,accrediting young people's achievements on the AQA Award Scheme,2007-10-25T00:00:00+00:00,900.0,GB-COH-07991677,The Dulverton Trust,0.0319764526391
360G-SE-2009113588LOTT,Triathlon for young people,Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Triathlon for young people'. This project lists its main activity as Triathlon.,2009-11-11T00:00:00+00:00,10000.0,GB-COH-RC000766,Sport England,0.031973950014
360G-SE-2010001287LOTT,Young People's Paddling ,Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Young People's Paddling '. This project lists its main activity as Canoeing.,2010-07-19T00:00:00+00:00,10000.0,GB-COH-RC000766,Sport England,0.031973950014
360G-woodward:WCT1487,Towards the young people’s apprenticeship scheme,Towards the young people’s apprenticeship scheme which provides training in recycling furniture.,2013-02-04,1500.0,GB-CHC-299963,Woodward Charitable Trust,0.0317579150465
360G-blf-0030135766,Chill Out Zone (COZ),"The Chill Out Zone in Bathgate. 300 young people aged 12 - 20 will benefit from extended opening hours on Friday evenings and weekends. The project will also help young people to access volunteering opportunities. Young people who are socially excluded such as 'looked after' and accommodated young people, teenage mothers and LGBT young people. The grant will meet the salary costs of two new full time project workers.",2007-06-08,131741.0,360G-blf,The Big Lottery Fund,0.0316770977436
360G-blf-0030132855,Detached and project based activities for marginalised young people,"This project will look to address the short fall in provisions currently accessible to young people in the area of Miles Platting and Ancoats. A Youth Worker will look to encourage the social integration of marginalised young people (11 - 19 year olds) By targeting young people who do not currently access youth provision, mainly due to fears over crime or bullying and provide a safe, secure environment in which young people feel comfortable.",2006-10-11,136500.0,360G-blf,The Big Lottery Fund,0.0316282361782
360G-CFTyneWearNland-171501,Towards Young People Learning From Each Other,Towards Young People Learning From Each Other,2017-03-01T00:00:00+00:00,1965.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.031538442233
360G-truecolours:TCT1471,towards its hydrotherapy sessions for young people with muscular dystrophy,Towards its hydrotherapy sessions for young people with muscular dystrophy.,2017-10-17,5000.0,GB-CHC-1089893,True Colours Trust,0.031538133277
360G-blf-0030093582,The 'Young Ambassadors' Project,"This charity in Kettering, Northamptonshire will use funding to recruit young people who will act as ambassadors to encourage more young disabled people to find out about the group's services and activities. This will raise the profile of the group and allow them to work with more young people.",2010-07-29,1204.0,360G-blf,The Big Lottery Fund,0.03152949731
360G-phf-30430,Strengthening co-design in three Scottish localities.,"Young Scot is the national youth information and citizenship agency for young people in Scotland aged 11-26. Our funding will strengthen its capacity around co-design in three localities, as it develops targeted and bespoke work with young people in those areas. This builds on Young Scot's existing offer to young people including an information and advice website portal which received 2 million page views last year, and the Young Scot smart card, which is held by 620,000 young people. The charity aims to support young people to make informed decisions, play an active part in communities and be involved in decision making.",2016-05-23T00:00:00+00:00,60000.0,GB-CHC-1102927,Paul Hamlyn Foundation,0.0315061681802
360G-blf-0030087294,"To train,support&empower disadvantaged young people to train& support other","This three year project will develop three new initiatives to be run by young people for young people. These initiatives have been identified by young people as peer mentoring, drama, and group work, and will allow young people to share their life experiences and to help and support each other. The project will be delivered within the areas of Wellingborough, East Northants, and Corby.",2006-09-28,125175.0,360G-blf,The Big Lottery Fund,0.031241584985
360G-RobertsonTrust-0060X00000UCY97QAH,The Opera Workshops for Young People,The Opera Workshops for Young People,2018-03-29T00:00:00+00:00,3500.0,GB-SC-SC002970,The Robertson Trust,0.0311410152745
360G-dulverton-006D000000MJrXg,workshops for NEET young people,workshops for NEET young people,2010-10-26T00:00:00+00:00,2500.0,GB-COH-07991677,The Dulverton Trust,0.0311410152745
360G-blf-0031033481,TPP1 - Revitalise the people of Oak Tree Heath,TPP1 - Revitalise the people of Oak Tree Heath,2016-04-04T00:00:00+00:00,5000.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-HeartofEnglandCF-A407758,Notice Board,put a notice board so people can see us and get information as to what we do,2016-06-17T00:00:00+00:00,1500.0,GB-CHC-1045304,Heart Of England Community Foundation,0.0310822406763
360G-blf-0031007915,Livelihoods for Batwa people of Burundi,Livelihoods for Batwa people of Burundi,2013-12-18,422696.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031000305,Powys People First,Powys People First,2013-09-27,249835.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031016248,People matter,Not Available,2014-11-14,291533.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031007764,Feed The People,Not Available,2014-04-28,8885.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031048535,Fairfields for the People,Fairfields for the People,2017-04-19,5000.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031015640,People for People,Not Available,2014-11-03,145664.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031040647,People Make Maryhill,People Make Maryhill,2016-10-06T00:00:00+00:00,1081.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031018216,The People First Choir,Not Available,2015-01-21,9990.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031011401,Parks for People,Not Available,2014-07-10,2633330.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0030102597,Parks For People HLF Invoice 2287 22/07/09,Not Available,2009-08-06,1519933.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-dulverton-006D000000MJrMY,the Designing for People project,the Designing for People project,2007-10-25T00:00:00+00:00,15000.0,GB-COH-07991677,The Dulverton Trust,0.0310822406763
360G-Wellcome-084558_Z_07_Z,Value in People.,Not available,2007-10-17T00:00:00+00:00,250000.0,GB-CHC-210183,The Wellcome Trust,0.0310822406763
360G-Wellcome-083779_Z_07_Z,Value in People.,Not available,2007-07-18T00:00:00+00:00,300000.0,GB-CHC-210183,The Wellcome Trust,0.0310822406763
360G-blf-0031013650,Lifelong Support for People with Cerebral Palsy 2,Not Available,2014-09-08,10000.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031013651,Lifelong Support for People with Cerebral Palsy 1,Not Available,2014-09-08,10000.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-LondonCatalyst-1230062400000Dxin1AAB,Lift People - 1,Hardship Fund,2014-11-19T00:00:00+00:00,750.0,GB-CHC-1066739,London Catalyst,0.0310822406763
360G-LondonCatalyst-1230062400000Dxin3AAB,Lift People - 3,Hardship Fund,2015-07-15T00:00:00+00:00,750.0,GB-CHC-1066739,London Catalyst,0.0310822406763
360G-COOPGROUP-110,Grant to Ulverston Inshore Rescue,To enable us to rescue people from the dangers of the sea and sands of Morecambe Bay.,2017-08-04,5715.65,GB-COH-IP00525R,Co-operative Group,0.0310822406763
360G-blf-0031013136,Latin Dances for People 55+,Not Available,2014-08-20,8490.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031012410,Digitising photographs of Islay and its people,Not Available,2014-07-31,569.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031019384,The Mapesbury Clinic for people in Exile,Not Available,2015-01-16,83552.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031015877,All the lonely people,Not Available,2014-11-05,9890.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0030109487,Parks for People- HLF Invoice 2282 23/04/09,Not Available,2009-05-20,1714842.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031025533,Parks for People,No press summary available in this release,2015-08-10T00:00:00+00:00,2335644.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031012818,Parks for People 201415 Q1,Not Available,2014-08-12,2216894.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0030119733,Parks for People - HLF invoice 2349,Not Available,2011-05-04,4432.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031027916,Parks for People,Parks for People,2015-10-15T00:00:00+00:00,1796132.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0030107757,Parks for People,Not Available,2008-07-22,633280.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031015970,Parks for People,Not Available,2014-11-07,2221914.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031019457,Parks for People,Not Available,2015-02-25,2578397.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031005595,Parks for People,Parks for People,2014-02-14,4033662.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031014940,WASPS (We Are Simpasture People Speaking),Not Available,2014-10-08,6850.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0030136219,Parks for People - 2007/8 Commitments Portfolio,Not Available,2007-09-18,432236.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031023249,Parks for People,Parks for People,2015-06-15T00:00:00+00:00,2419461.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031038009,Parks for People,Parks for People,2016-08-09T00:00:00+00:00,1574990.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031048965,Parks for People,Parks for People,2017-05-04,1710695.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0031051619,Parks for People,Parks for People,2017-07-31,2366436.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-blf-0030131971,Parks for People - 2006/7 Commitments ONLY,Not Available,2006-12-14,852694.0,360G-blf,The Big Lottery Fund,0.0310822406763
360G-QuartetCF-A422494,Grant to Hartcliffe Club For Young People,Towards a co-ordinated programme of holiday activities for young people.,2016-10-10T00:00:00+00:00,500.0,GB-CHC-1080418,Quartet Community Foundation,0.0310693266414
360G-blf-0030056552,Youth Outreach Project for At Risk Young People in Countesthorpe,"The group will use the funding to offer drop in sessions to and promote discussion amongst young people in Countesthorpe, a South Leicestershire village with minimal youth facilities. This will provide young people with the opportunity to take part in positive social activities with other young people.",2010-11-25,10000.0,360G-blf,The Big Lottery Fund,0.0310481030458
360G-blf-0030007857,Activity Programme,This new group run mainly by young people will use an award to provide information to young people on the different services available to them in the local community and organise events and activities for young people to take part in.,2007-01-22,10000.0,360G-blf,The Big Lottery Fund,0.0310261365882
360G-blf-0031011225,The Streets and The Services - Young People (YP) Tackling Extremism,Not Available,2014-07-09,10000.0,360G-blf,The Big Lottery Fund,0.0308568950808
360G-blf-0031017108,This project will provide a range of support services to young people.,Not Available,2014-12-09,98105.0,360G-blf,The Big Lottery Fund,0.0308568950808
360G-blf-0030092951,R and F Dogs,"This group will use funding to provide fun activities for young people, who are NEET, and their dogs in local parks, and will support these young people to teach the wider community about the project. This will teach young people to have a sense of responsibility towards their dogs and support young people to develop their life skills and confidence.",2010-07-01,9966.0,360G-blf,The Big Lottery Fund,0.0308153561894
360G-blf-0030089689,Crystalette Twirlers (Majorette Youth Troupe),This new majorette troupe group based in Gorleston-on-Sea will provide activities and opportunities for the local young people. The group will use an award to start up a new majoroutte troupe due to a lack of activities in the area for young people. This will provide young people with access to an activity they normally do not have access to.,2010-02-04,7263.0,360G-blf,The Big Lottery Fund,0.0308138442867
360G-blf-0031002362,Samarth  livelihoods for young people in Nepal,"This project aims to improve livelihoods for 800 marginalised young people (YP) from the Tharu tribal group based in 80 villages, from across Baijapur, Rajhena and Bankatuwa in the Mid Western district of Banke in Nepal.",2013-12-18,9967.0,360G-blf,The Big Lottery Fund,0.0307293453108
360G-blf-0030017883,Wednesday & Friday night club for autistic young people and their siblings.,The group will use their grant to provide activities to bring young people and their siblings together throughout the Down District area.,2012-04-05,9600.0,360G-blf,The Big Lottery Fund,0.0307261868345
360G-blf-0030135030,Cruse Children & Young People's Project,The grant will be used to expand the Cruse Children's and Young People's Project which will provide vital training for volunteers support for young people who have lost a loved one.,2008-06-23,468984.0,360G-blf,The Big Lottery Fund,0.0306681475773
360G-QuartetCF-A417676,Grant to Young & Free,As requested by the donor,2016-08-05T00:00:00+00:00,250.0,GB-CHC-1080418,Quartet Community Foundation,0.0306607229984
360G-dulverton-006D000000MJrXm,the AWF Young Ambassadors programme,the AWF Young Ambassadors programme,2010-10-26T00:00:00+00:00,2800.0,GB-COH-07991677,The Dulverton Trust,0.0306607229984
360G-blf-0031017544,Young Voices,Not Available,2014-12-17,8650.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031008090,Young Voices,Not Available,2014-05-02,129746.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031014535,Whitford Young Gardeners,Not Available,2014-09-28,3914.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-QuartetCF-A476255,Grant to Young & Free,As requested by the donor.,2018-03-22T00:00:00+00:00,500.0,GB-CHC-1080418,Quartet Community Foundation,0.0306607229984
360G-QuartetCF-A441750,Grant to Young & Free,As requested by the donor.,2017-03-30T00:00:00+00:00,400.0,GB-CHC-1080418,Quartet Community Foundation,0.0306607229984
360G-blf-0031026873,Feel Young Again with Porthyrhyd &LLanddarog Pensioners,Feel Young Again with Porthyrhyd &LLanddarog Pensioners,2015-09-10T00:00:00+00:00,3385.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031015115,Kirklees Young Voices,Not Available,2014-10-15,9955.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031017510,Daisy's Dream Young Ambassadors,Not Available,2014-12-17,2500.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-dulverton-006D000000MJrBp,Towards the Young Leader Development Programme,Towards the Young Leader Development Programme,2005-05-12T00:00:00+00:00,30000.0,GB-COH-07991677,The Dulverton Trust,0.0306607229984
360G-blf-0030076058,Young Scot Contract,This is not a funding request this is an arrangement.,2006-01-27,224472.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031017766,Young Achievers,Not Available,2015-01-07,9950.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031007471,Young Adventurers,Not Available,2014-04-15,9980.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031054529,Young Ambassador Project,Young Ambassador Project,2017-11-15,8440.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-dulverton-006D000000MLazY,the Young Parenthood Programme,the Young Parenthood Programme,2013-02-27T00:00:00+00:00,25000.0,GB-COH-07991677,The Dulverton Trust,0.0306607229984
360G-CR-1569230,Young Survivors Project ,Young Survivors Project ,2016-03-16T00:00:00+00:00,91734.0,GB-CHC-326568 ,Comic Relief ,0.0306607229984
360G-barrowcadbury-006b0000008ytcx,Young Review,Young Review,2013-12-03,30000.0,GB-CHC-1115476,Barrow Cadbury Trust,0.0306607229984
360G-blf-0031019150,Unearth young talent,Not Available,2015-02-11,10000.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031016074,Young Womens Empowerment Project,Not Available,2014-11-12,10000.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031038067,CALLING YOUNG SINGERS,CALLING YOUNG SINGERS,2016-08-10T00:00:00+00:00,8044.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031017642,ProjectScotland - Young Entrepreneurs' Project,Not Available,2014-12-16,6738.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031013658,Young Yogis Project,Not Available,2014-08-27,9485.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-ClothworkersFdn-200804942,Grant to Young Gloucestershire,Minibus,2016-02-08T00:00:00+00:00,14850.0,GB-CHC-274100,The Clothworkers Foundation,0.0306607229984
360G-CFTyneWearNland-161705,Support for young mums-to-be,Support for young mums-to-be,2016-01-13T00:00:00+00:00,19489.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0306607229984
360G-blf-0031016925,YOUNG VOICES,Not Available,2014-12-03,10000.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-CFTyneWearNland-170596,Towards Work with 22 Sheds CIC on the Young Urbanists project,Towards Work with 22 Sheds CIC on the Young Urbanists project,2016-07-19T00:00:00+00:00,8000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0306607229984
360G-blf-0031020761,Forever Young,Not Available,2015-03-26,1350.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031012473,Ayrshire Fiddle Orchestra Seeks Young Musicians,Not Available,2014-07-31,4155.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031007775,Musicals for the young 'uns,Not Available,2014-04-28,10000.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-blf-0031015342,Stretching young imaginations,Not Available,2014-10-22,4536.0,360G-blf,The Big Lottery Fund,0.0306607229984
360G-CR-2655970,"Young, Gifted & Female ","Young, Gifted & Female ",2017-07-19T00:00:00+00:00,114338.0,GB-CHC-326568 ,Comic Relief ,0.0306607229984
