,index,DocumentWeight,Amount Awarded,Identifier,Topic
163,2010-10-01,0.280859619129,716400.0,6,topic0
164,2010-11-01,0.0939240370583,136900.0,2,topic0
165,2010-12-01,0.0470746132079,220000.0,1,topic0
166,2011-01-01,0.0,0.0,0,topic0
167,2011-02-01,0.14035395807,68500.0,3,topic0
168,2011-03-01,0.0935693053798,166000.0,2,topic0
169,2011-04-01,0.0462232810145,10536.0,1,topic0
170,2011-05-01,0.187493342438,51020.0,4,topic0
171,2011-06-01,0.281306386536,216284.0,6,topic0
172,2011-07-01,0.140643918588,221100.0,3,topic0
173,2011-08-01,0.0,0.0,0,topic0
174,2011-09-01,0.140699004696,123500.0,3,topic0
175,2011-10-01,0.0467846526899,20000.0,1,topic0
176,2011-11-01,0.0942139975763,130000.0,2,topic0
177,2011-12-01,0.140998650266,1333720.0,3,topic0
178,2012-01-01,0.186438981556,179514.0,4,topic0
179,2012-02-01,0.139782901342,99535.0,3,topic0
180,2012-03-01,0.655988321942,270337.0,14,topic0
181,2012-04-01,0.0,0.0,0,topic0
182,2012-05-01,0.0467846526899,30000.0,1,topic0
183,2012-06-01,0.140998650266,86500.0,3,topic0
184,2012-07-01,0.0470746132079,27500.0,1,topic0
185,2012-08-01,0.188138034635,137000.0,4,topic0
186,2012-09-01,0.233379058417,141914.24,5,topic0
187,2012-10-01,0.234848231112,79140.0,5,topic0
188,2012-11-01,0.0,0.0,0,topic0
189,2012-12-01,0.0,0.0,0,topic0
190,2013-01-01,0.0470746132079,37500.0,1,topic0
191,2013-02-01,0.280326126968,137732.0,6,topic0
192,2013-03-01,0.233999375752,125972.0,5,topic0
193,2013-04-01,0.0935693053798,40000.0,2,topic0
194,2013-05-01,0.140505661059,55100.0,3,topic0
195,2013-06-01,0.187428571278,142305.0,4,topic0
196,2013-07-01,0.0471393843684,35300.0,1,topic0
197,2013-08-01,0.139792586394,64500.0,3,topic0
198,2013-09-01,0.187418886225,155385.0,4,topic0
199,2013-10-01,0.0,0.0,0,topic0
200,2013-11-01,0.0467846526899,60000.0,1,topic0
201,2013-12-01,0.139944289384,115000.0,3,topic0
202,2014-01-01,0.281997300532,207000.0,6,topic0
203,2014-02-01,0.281016426018,517318.0,6,topic0
204,2014-03-01,0.2807213616,761943.0,6,topic0
205,2014-04-01,0.327570785451,781320.0,7,topic0
206,2014-05-01,0.0,0.0,0,topic0
207,2014-06-01,0.232886069209,317400.0,5,topic0
208,2014-07-01,0.0932696598093,128000.0,2,topic0
209,2014-08-01,0.0464850071194,50000.0,1,topic0
210,2014-09-01,0.0929700142388,29322.0,2,topic0
211,2014-10-01,0.0935596203273,53400.0,2,topic0
212,2014-11-01,0.0938592658978,135000.0,2,topic0
213,2014-12-01,0.0464850071194,60000.0,1,topic0
214,2015-01-01,0.0,0.0,0,topic0
215,2015-02-01,0.0,0.0,0,topic0
216,2015-03-01,0.186139335985,51134.0,4,topic0
217,2015-04-01,0.843199598325,185500.0,18,topic0
218,2015-05-01,0.655573923003,136026.0,14,topic0
219,2015-06-01,0.654206620189,683527.0,14,topic0
220,2015-07-01,0.936916995387,1121540.0,20,topic0
221,2015-08-01,0.656204796092,696014.0,14,topic0
222,2015-09-01,0.701722334931,273803.0,15,topic0
223,2015-10-01,0.561999513723,108814.0,12,topic0
224,2015-11-01,0.609125452631,282230.0,13,topic0
225,2015-12-01,0.700664362741,2327343.0,15,topic0
226,2016-01-01,0.514685444953,99404.0,11,topic0
227,2016-02-01,0.466366848407,79983.0,10,topic0
228,2016-03-01,0.562096240478,417620.0,12,topic0
229,2016-04-01,0.607490349968,1033628.0,13,topic0
230,2016-05-01,0.607719830084,654441.0,13,topic0
231,2016-06-01,0.748328582037,1587514.0,16,topic0
232,2016-07-01,0.609921847817,1358582.0,13,topic0
233,2016-08-01,0.797618218944,288748.0,17,topic0
234,2016-09-01,0.843480694535,1000282.0,18,topic0
235,2016-10-01,0.467698584318,59654.0,10,topic0
236,2016-11-01,1.21765787619,2906222.0,26,topic0
237,2016-12-01,0.750414063415,569991.0,16,topic0
238,2017-01-01,0.936460393826,459642.0,20,topic0
239,2017-02-01,0.514685444953,999229.0,11,topic0
240,2017-03-01,0.845004953338,935141.0,18,topic0
241,2017-04-01,0.0464850071194,1000.0,1,topic0
242,2017-05-01,0.186539319619,213836.0,4,topic0
243,2017-06-01,0.0470746132079,100000.0,1,topic0
244,2017-07-01,0.374705588666,398222.0,8,topic0
245,2017-08-01,0.703155940723,30385.29,15,topic0
246,2017-09-01,0.18640106209,248598.0,4,topic0
247,2017-10-01,0.0467846526899,327772.0,1,topic0
248,2017-11-01,1.2599155664,528287.54,27,topic0
249,2017-12-01,0.0935693053798,24021.0,2,topic0
250,2018-01-01,0.0,0.0,0,topic0
251,2018-02-01,0.0467846526899,5000.0,1,topic0
252,2018-03-01,0.0937857795297,79080.0,2,topic0
253,2018-04-01,0.0,0.0,0,topic0
254,2018-05-01,0.0466463951613,40000.0,1,topic0
255,2018-06-01,0.0,0.0,0,topic0
256,1997-03-01,0.0283679373533,996.0,1,topic1
257,1997-04-01,0.0,0.0,0,topic1
258,1997-05-01,0.0,0.0,0,topic1
259,1997-06-01,0.0,0.0,0,topic1
260,1997-07-01,0.0,0.0,0,topic1
261,1997-08-01,0.0,0.0,0,topic1
262,1997-09-01,0.0,0.0,0,topic1
263,1997-10-01,0.0,0.0,0,topic1
264,1997-11-01,0.0,0.0,0,topic1
265,1997-12-01,0.0,0.0,0,topic1
266,1998-01-01,0.0,0.0,0,topic1
267,1998-02-01,0.0,0.0,0,topic1
268,1998-03-01,0.0,0.0,0,topic1
269,1998-04-01,0.0,0.0,0,topic1
270,1998-05-01,0.0,0.0,0,topic1
271,1998-06-01,0.0,0.0,0,topic1
272,1998-07-01,0.0,0.0,0,topic1
273,1998-08-01,0.0,0.0,0,topic1
274,1998-09-01,0.0,0.0,0,topic1
275,1998-10-01,0.0,0.0,0,topic1
276,1998-11-01,0.0,0.0,0,topic1
277,1998-12-01,0.0,0.0,0,topic1
278,1999-01-01,0.0,0.0,0,topic1
279,1999-02-01,0.0355679336117,30000.0,1,topic1
280,1999-03-01,0.0,0.0,0,topic1
281,1999-04-01,0.0,0.0,0,topic1
282,1999-05-01,0.0,0.0,0,topic1
283,1999-06-01,0.0297968311143,1700.0,1,topic1
284,1999-07-01,0.0300504710975,2000.0,1,topic1
285,1999-08-01,0.0,0.0,0,topic1
286,1999-09-01,0.0329256384725,5000.0,1,topic1
287,1999-10-01,0.0,0.0,0,topic1
288,1999-11-01,0.0,0.0,0,topic1
289,1999-12-01,0.0,0.0,0,topic1
290,2000-01-01,0.0349874480465,6100.0,1,topic1
291,2000-02-01,0.0,0.0,0,topic1
292,2000-03-01,0.0,0.0,0,topic1
293,2000-04-01,0.0,0.0,0,topic1
294,2000-05-01,0.0,0.0,0,topic1
295,2000-06-01,0.0,0.0,0,topic1
296,2000-07-01,0.0,0.0,0,topic1
297,2000-08-01,0.0,0.0,0,topic1
298,2000-09-01,0.0,0.0,0,topic1
299,2000-10-01,0.0,0.0,0,topic1
300,2000-11-01,0.0,0.0,0,topic1
301,2000-12-01,0.0,0.0,0,topic1
302,2001-01-01,0.0,0.0,0,topic1
303,2001-02-01,0.0,0.0,0,topic1
304,2001-03-01,0.0,0.0,0,topic1
305,2001-04-01,0.0,0.0,0,topic1
306,2001-05-01,0.0,0.0,0,topic1
307,2001-06-01,0.0,0.0,0,topic1
308,2001-07-01,0.0,0.0,0,topic1
309,2001-08-01,0.0305700284072,47700.0,1,topic1
310,2001-09-01,0.0,0.0,0,topic1
311,2001-10-01,0.0,0.0,0,topic1
312,2001-11-01,0.0,0.0,0,topic1
313,2001-12-01,0.0,0.0,0,topic1
314,2002-01-01,0.0,0.0,0,topic1
315,2002-02-01,0.0,0.0,0,topic1
316,2002-03-01,0.0,0.0,0,topic1
317,2002-04-01,0.0,0.0,0,topic1
318,2002-05-01,0.0,0.0,0,topic1
319,2002-06-01,0.0,0.0,0,topic1
320,2002-07-01,0.0297619156558,12000.0,1,topic1
321,2002-08-01,0.0,0.0,0,topic1
322,2002-09-01,0.0,0.0,0,topic1
323,2002-10-01,0.0,0.0,0,topic1
324,2002-11-01,0.0,0.0,0,topic1
325,2002-12-01,0.0,0.0,0,topic1
326,2003-01-01,0.0,0.0,0,topic1
327,2003-02-01,0.0,0.0,0,topic1
328,2003-03-01,0.043312785844,129420.0,1,topic1
329,2003-04-01,0.0,0.0,0,topic1
330,2003-05-01,0.0,0.0,0,topic1
331,2003-06-01,0.0,0.0,0,topic1
332,2003-07-01,0.0,0.0,0,topic1
333,2003-08-01,0.0,0.0,0,topic1
334,2003-09-01,0.0324328660992,4275.0,1,topic1
335,2003-10-01,0.0297968311143,14590.0,1,topic1
336,2003-11-01,0.0,0.0,0,topic1
337,2003-12-01,0.0,0.0,0,topic1
338,2004-01-01,0.0297600518421,1260.0,1,topic1
339,2004-02-01,0.0,0.0,0,topic1
340,2004-03-01,0.0,0.0,0,topic1
341,2004-04-01,0.123605697689,289664.0,4,topic1
342,2004-05-01,0.497060471823,143435.0,16,topic1
343,2004-06-01,0.0609653757794,265723.0,2,topic1
344,2004-07-01,0.205621783826,81703.0,7,topic1
345,2004-08-01,0.155650549496,14825.0,5,topic1
346,2004-09-01,0.39537249135,120925.0,13,topic1
347,2004-10-01,0.275123831653,24160.0,9,topic1
348,2004-11-01,0.14912076474,2381938.0,5,topic1
349,2004-12-01,0.0595919268413,7270.0,2,topic1
350,2005-01-01,0.287313511046,41160.0,9,topic1
351,2005-02-01,0.101338673252,6750.0,3,topic1
352,2005-03-01,0.128741203479,11728.0,4,topic1
353,2005-04-01,0.212447778759,21622.0,7,topic1
354,2005-05-01,0.408546542441,47797.0,13,topic1
355,2005-06-01,0.473147442287,47865.0,14,topic1
356,2005-07-01,0.2670993266,66116.0,8,topic1
357,2005-08-01,0.384731403559,30000.0,12,topic1
358,2005-09-01,0.248164992294,109014.0,8,topic1
359,2005-10-01,0.152986249145,96232.0,5,topic1
360,2005-11-01,0.41867880783,310348.0,13,topic1
361,2005-12-01,0.121165907246,13366.0,4,topic1
362,2006-01-01,0.159044552383,214811.0,5,topic1
363,2006-02-01,0.179684870856,11858.0,6,topic1
364,2006-03-01,0.0641854262884,6802.0,2,topic1
365,2006-04-01,0.0313504080159,4200.0,1,topic1
366,2006-05-01,0.119877988175,15060.0,4,topic1
367,2006-06-01,0.10496543583,11809.0,3,topic1
368,2006-07-01,0.17384601843,19179.0,5,topic1
369,2006-08-01,0.0584389901187,10000.0,2,topic1
370,2006-09-01,0.091225478016,23410.0,3,topic1
371,2006-10-01,0.0983083202178,21550.0,3,topic1
372,2006-11-01,0.0930823221844,244310.0,3,topic1
373,2006-12-01,0.221938941157,345237.0,7,topic1
374,2007-01-01,0.0337231473287,4024.0,1,topic1
375,2007-02-01,0.0577491169109,12021.0,2,topic1
376,2007-03-01,0.0629724381594,5442.0,2,topic1
377,2007-04-01,0.0890970348222,16642.0,3,topic1
378,2007-05-01,0.124056461613,37865.0,4,topic1
379,2007-06-01,0.220383028926,59595.0,7,topic1
380,2007-07-01,0.0639683523918,7250.0,2,topic1
381,2007-08-01,0.14800248414,27195.0,4,topic1
382,2007-09-01,0.120044193566,25334.0,4,topic1
383,2007-10-01,0.0664936351978,411485.0,2,topic1
384,2007-11-01,0.127354780186,465033.0,4,topic1
385,2007-12-01,0.0,0.0,0,topic1
386,2008-01-01,0.156961488159,155607.0,5,topic1
387,2008-02-01,0.0295444202519,279612.0,1,topic1
388,2008-03-01,0.100749926953,26175.0,3,topic1
389,2008-04-01,0.148537153146,402671.0,5,topic1
390,2008-05-01,0.155128166719,272309.0,5,topic1
391,2008-06-01,0.0671321505595,10577.0,2,topic1
392,2008-07-01,0.0568465987091,36400.0,2,topic1
393,2008-08-01,0.0637178154993,16270.0,2,topic1
394,2008-09-01,0.150153921417,287430.0,5,topic1
395,2008-10-01,0.133933841973,83186.0,4,topic1
396,2008-11-01,0.127647986514,911675.0,4,topic1
397,2008-12-01,0.150416707382,53501.0,5,topic1
398,2009-01-01,0.121042352674,18150.0,4,topic1
399,2009-02-01,0.121864327873,24791.0,4,topic1
400,2009-03-01,0.125792468397,29275.0,4,topic1
401,2009-04-01,0.241135732348,245011.0,8,topic1
402,2009-05-01,0.117944325681,506281.0,4,topic1
403,2009-06-01,0.0910161631708,23065.0,3,topic1
404,2009-07-01,0.0933364479966,26131.0,3,topic1
405,2009-08-01,0.0935856362007,12695.0,3,topic1
406,2009-09-01,0.0980749778407,394643.0,3,topic1
407,2009-10-01,0.0977351688439,8811.0,3,topic1
408,2009-11-01,0.149545108605,24354.0,5,topic1
409,2009-12-01,0.0606302223999,6262.0,2,topic1
410,2010-01-01,0.0881668981521,89500.0,3,topic1
411,2010-02-01,0.099362325821,16225.0,3,topic1
412,2010-03-01,0.10412714162,15005.0,3,topic1
413,2010-04-01,0.208753374284,378257.0,7,topic1
414,2010-05-01,0.03115583765,8218.0,1,topic1
415,2010-06-01,0.128440000751,9068.0,4,topic1
416,2010-07-01,0.123913714726,1092511.0,4,topic1
417,2010-08-01,0.0355463770043,20000.0,1,topic1
418,2010-09-01,0.227421347996,107026.0,7,topic1
419,2010-10-01,0.11592879848,1090285.0,4,topic1
420,2010-11-01,0.170459372964,203547.0,5,topic1
421,2010-12-01,0.0585692852885,75372.0,2,topic1
422,2011-01-01,0.154293513961,199587.0,5,topic1
423,2011-02-01,0.294638675081,891627.0,9,topic1
424,2011-03-01,0.232705267265,2273501.0,7,topic1
425,2011-04-01,0.219941013469,142279.0,7,topic1
426,2011-05-01,0.219968304474,1303981.0,7,topic1
427,2011-06-01,0.136961916835,661254.0,4,topic1
428,2011-07-01,0.0288758651292,381193.0,1,topic1
429,2011-08-01,0.138317886896,370542.0,4,topic1
430,2011-09-01,0.215152156291,79985.0,7,topic1
431,2011-10-01,0.120371418713,59825.0,4,topic1
432,2011-11-01,0.0578032828648,15029.0,2,topic1
433,2011-12-01,0.0593451204976,7927285.0,2,topic1
434,2012-01-01,0.159417507353,145147.0,5,topic1
435,2012-02-01,0.0984908045135,12700.0,3,topic1
436,2012-03-01,0.732625706667,7392490.0,23,topic1
437,2012-04-01,0.134930380938,298335.0,4,topic1
438,2012-05-01,0.161768838001,132010.0,5,topic1
439,2012-06-01,0.222694688202,718783.0,7,topic1
440,2012-07-01,0.0307505785005,40932.0,1,topic1
441,2012-08-01,0.247596112654,62830.0,8,topic1
442,2012-09-01,0.158564088996,614406.0,5,topic1
443,2012-10-01,0.200706813045,289516.0,6,topic1
444,2012-11-01,0.0906406582338,1060894.0,3,topic1
445,2012-12-01,0.168595707393,175053.0,5,topic1
446,2013-01-01,0.169673685458,383541.0,5,topic1
447,2013-02-01,0.368359129636,6473712.0,11,topic1
448,2013-03-01,0.134763809959,38305.0,4,topic1
449,2013-04-01,0.444203436928,1501186.0,14,topic1
450,2013-05-01,0.305186268184,101295.0,9,topic1
451,2013-06-01,0.214929780614,1371353.5,7,topic1
452,2013-07-01,0.0886617650004,307335.0,3,topic1
453,2013-08-01,0.128701474379,78167.0,4,topic1
454,2013-09-01,0.136440638411,293135.0,4,topic1
455,2013-10-01,0.182381856807,354219.0,6,topic1
456,2013-11-01,0.179839392063,223745.0,5,topic1
457,2013-12-01,0.144044968374,877819.0,5,topic1
458,2014-01-01,0.058947916699,149540.0,2,topic1
459,2014-02-01,0.258464692876,391254.0,8,topic1
460,2014-03-01,0.390523442443,860339.0,12,topic1
461,2014-04-01,0.435723691703,1738567.85,13,topic1
462,2014-05-01,0.177896548358,30953.99,5,topic1
463,2014-06-01,0.446766290884,1240871.91,14,topic1
464,2014-07-01,0.461922223073,3416991.5,14,topic1
465,2014-08-01,0.21980935216,46232.0,6,topic1
466,2014-09-01,0.164131491613,20032.0,5,topic1
467,2014-10-01,0.277684775925,1436994.5,8,topic1
468,2014-11-01,0.26402035699,231986.0,8,topic1
469,2014-12-01,0.285565724243,82150.79,9,topic1
470,2015-01-01,0.181735952849,275960.0,6,topic1
471,2015-02-01,0.478203172977,451856.0,13,topic1
472,2015-03-01,0.403299036567,550285.75,12,topic1
473,2015-04-01,0.138809119563,118291.0,4,topic1
474,2015-05-01,0.0902486135492,19000.0,3,topic1
475,2015-06-01,0.177757477233,58291.0,6,topic1
476,2015-07-01,0.167867979433,124300.0,5,topic1
477,2015-08-01,0.297684233277,60876.0,9,topic1
478,2015-09-01,0.0873230947206,747922.0,3,topic1
479,2015-10-01,0.130399425573,29791.0,4,topic1
480,2015-11-01,0.292782089034,588646.0,10,topic1
481,2015-12-01,0.0657252760279,215124.0,2,topic1
482,2016-01-01,0.129316702572,130757.0,4,topic1
483,2016-02-01,0.183305463665,107967.0,6,topic1
484,2016-03-01,0.273193945551,144052.0,9,topic1
485,2016-04-01,0.448830703552,181856.81,14,topic1
486,2016-05-01,0.0283976473324,30000.0,1,topic1
487,2016-06-01,0.194135906894,291996.0,6,topic1
488,2016-07-01,0.240173376451,343737.0,8,topic1
489,2016-08-01,0.259174971653,61565.0,8,topic1
490,2016-09-01,0.240564888014,258121.0,8,topic1
491,2016-10-01,0.0444796621776,60000.0,1,topic1
492,2016-11-01,0.484875164303,1224422.0,15,topic1
493,2016-12-01,0.211907627872,322878.0,7,topic1
494,2017-01-01,0.156719116765,529563.0,5,topic1
495,2017-02-01,0.119984843593,102737.0,4,topic1
496,2017-03-01,0.178514569924,735718.0,6,topic1
497,2017-04-01,0.0856234583818,768421.0,3,topic1
498,2017-05-01,0.238466203049,138981.0,7,topic1
499,2017-06-01,0.11913081429,28577.0,4,topic1
500,2017-07-01,0.146056296912,180641.0,5,topic1
501,2017-08-01,0.424102615339,551662.95,14,topic1
502,2017-09-01,0.294160093832,330078.0,9,topic1
503,2017-10-01,0.123066196934,34500.0,4,topic1
504,2017-11-01,0.576912887369,672742.07,19,topic1
505,2017-12-01,0.0301480413568,5000.0,1,topic1
506,2018-01-01,0.0,0.0,0,topic1
507,2018-02-01,0.03527651458,56596.0,1,topic1
508,2018-03-01,0.0374288246229,200.0,1,topic1
509,2018-04-01,0.0315441720771,1250.0,1,topic1
510,2018-05-01,0.0,0.0,0,topic1
511,2018-06-01,0.0,0.0,0,topic1
512,1997-03-01,0.0,0.0,0,topic2
513,1997-04-01,0.0,0.0,0,topic2
514,1997-05-01,0.0,0.0,0,topic2
515,1997-06-01,0.0,0.0,0,topic2
516,1997-07-01,0.0,0.0,0,topic2
517,1997-08-01,0.0,0.0,0,topic2
518,1997-09-01,0.0,0.0,0,topic2
519,1997-10-01,0.0,0.0,0,topic2
520,1997-11-01,0.0,0.0,0,topic2
521,1997-12-01,0.0,0.0,0,topic2
522,1998-01-01,0.0,0.0,0,topic2
523,1998-02-01,0.0,0.0,0,topic2
524,1998-03-01,0.0,0.0,0,topic2
525,1998-04-01,0.0,0.0,0,topic2
526,1998-05-01,0.0,0.0,0,topic2
527,1998-06-01,0.0,0.0,0,topic2
528,1998-07-01,0.0,0.0,0,topic2
529,1998-08-01,0.0,0.0,0,topic2
530,1998-09-01,0.0,0.0,0,topic2
531,1998-10-01,0.0,0.0,0,topic2
532,1998-11-01,0.0,0.0,0,topic2
533,1998-12-01,0.0,0.0,0,topic2
534,1999-01-01,0.0,0.0,0,topic2
535,1999-02-01,0.0,0.0,0,topic2
536,1999-03-01,0.0,0.0,0,topic2
537,1999-04-01,0.0,0.0,0,topic2
538,1999-05-01,0.0,0.0,0,topic2
539,1999-06-01,0.0,0.0,0,topic2
540,1999-07-01,0.0,0.0,0,topic2
