Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-blf-0031031124,Falls of Shin Visitor Centre,Falls of Shin Visitor Centre,2016-02-04T00:00:00+00:00,1000567.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031011923,Centre Revitalisation Project,Not Available,2014-07-23,9992.62,360G-blf,The Big Lottery Fund,0.0603268064012
360G-QuartetCF-A430981,Grant to Rainbow Centre,As requested by the fundholders.,2016-12-09T00:00:00+00:00,1250.0,GB-CHC-1080418,Quartet Community Foundation,0.0603268064012
360G-blf-0031016692,The Unity Centre,Not Available,2014-11-27,49956.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031014068,The Hope Centre,Not Available,2014-09-17,640051.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-LondonCatalyst-1230062400000DxigPAAR,Cardinal Hume Centre - 1,Hardhsip Fund,2012-05-30T00:00:00+00:00,1250.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-woodward:WCT244,Towards New Centre,Towards the new centre.,1999-02-03,5000.0,GB-CHC-299963,Woodward Charitable Trust,0.0603268064012
360G-QuartetCF-A465279,Grant to Rainbow Centre,As requested by the donor,2017-11-23T00:00:00+00:00,1500.0,GB-CHC-1080418,Quartet Community Foundation,0.0603268064012
360G-LondonCatalyst-1230062400000DxigQAAR,Cardinal Hume Centre - 2,Hardhsip Fund,2013-11-27T00:00:00+00:00,1500.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-dulverton-006D000000MJrMF,the Undercroft Interpretation Centre,the Undercroft Interpretation Centre,2007-07-24T00:00:00+00:00,50000.0,GB-COH-07991677,The Dulverton Trust,0.0603268064012
360G-LondonCatalyst-1230062400000DxigRAAR,Cardinal Hume Centre - 3,Hardhsip Fund,2015-01-21T00:00:00+00:00,1500.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-Wellcome-092506_B_10_Z,Centre for Hyperpolarisation in MRI.,Not available,2010-05-12T00:00:00+00:00,4356196.0,GB-CHC-210183,The Wellcome Trust,0.0603268064012
360G-blf-0031018753,Opening Up Our Centre,Not Available,2015-02-04,9900.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031018993,Falls of Shin Visitor Centre,Not Available,2015-02-05,49547.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031017073,Sir John Lowther Centre to Nyeri,Not Available,2014-11-13,10000.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-wolfson-20473,Grant to Livability,Spinal injury rehabilitation centre in Poole,2015-12-10,80000.0,GB-CHC-1156077,Wolfson Foundation,0.0603268064012
360G-blf-0031029013,"Ty-Golau at Antioch Centre, Llanelli","Ty-Golau at Antioch Centre, Llanelli",2015-11-19T00:00:00+00:00,4997.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031014351,Canterbury Umbrella Centre Development Project,Not Available,2014-09-24,9109.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-dulverton-006D000000MJrB4,Towards the Falls of Clyde Visitor Centre,Towards the Falls of Clyde Visitor Centre,2005-02-03T00:00:00+00:00,5000.0,GB-COH-07991677,The Dulverton Trust,0.0603268064012
360G-blf-0031017099,Killowen PS - Eco Centre Inspiration,Not Available,2014-12-04,10000.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-LondonCatalyst-1230062400000DxifLAAR,Bell Farm Christian Centre - 4,Hardship Fund,2015-01-21T00:00:00+00:00,750.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-LondonCatalyst-1230062400000DxifKAAR,Bell Farm Christian Centre - 3,Hardship Fund,2013-11-27T00:00:00+00:00,500.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-blf-0031049277,Funding for transformative Recycling and Retail Centre in Campbeltown,Funding for transformative Recycling and Retail Centre in Campbeltown,2017-05-16,68200.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-CFTyneWearNland-160527,Towards Accessing Aidan -- opening the Crypt Visitor Centre,Towards Accessing Aidan -- opening the Crypt Visitor Centre,2015-08-20T00:00:00+00:00,1000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0603268064012
360G-woodward:WCT255,Towards Refurbishing,Towards refurbishing the centre.,1999-02-03,5000.0,GB-CHC-299963,Woodward Charitable Trust,0.0603268064012
360G-blf-0031007423,MAYDS Ardrishaig Centre,Not Available,2014-04-14,9000.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-Walcot-0068000000vkgB5AAI,"PGL Centre, Liddington Wiltshire","PGL Centre, Liddington Wiltshire",2015-03-23T00:00:00+00:00,2300.0,GB-CHC-312800,Walcot Foundation,0.0603268064012
360G-dulverton-006D000000MJrAW,Towards project funding at the Centre,Towards project funding at the Centre,2005-02-03T00:00:00+00:00,1500.0,GB-COH-07991677,The Dulverton Trust,0.0603268064012
360G-citybridgetrust-13040,Eco audit to Hyderi Islamic Centre,"£2,800 for an eco-audit",2016-08-26T00:00:00+00:00,2800.0,GB-CHC-1035628,City Bridge Trust,0.0603268064012
360G-JRT-2196,"Vineyard Compassion, Coleraine",To part fund the Centre property scheme,2017-07-26T00:00:00+00:00,30000.0,GB-CHC-1093844,The Joseph Rank Trust,0.0603268064012
360G-wolfson-20915,Grant to Headway Oxfordshire,Shapemaster machines for Activity and Rehabilitation Centre,2016-12-08,28000.0,GB-CHC-1156077,Wolfson Foundation,0.0603268064012
360G-indigotrust:IND53,Further development of the Manwaring Centre,Towards further development of the Manwaring Centre.,2005-08-03,93750.0,GB-CHC-1075920,Indigo Trust,0.0603268064012
360G-blf-0031018675,Summit Centre Transformation (Merthyr Tydfil),Not Available,2015-01-29,496920.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031009972,The Naturally Enterprising Centre,Not Available,2014-06-11,6155.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-LondonCatalyst-1230062400000F1HsqAAF,Haringey Migrant Support Centre - 2,Hardship grant,2016-05-10T00:00:00+00:00,1200.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-RobertsonTrust-0060X00000UWmXqQAL,The Broomhouse Centre and Enterprises,The Broomhouse Centre and Enterprises,2018-03-13T00:00:00+00:00,100000.0,GB-SC-SC002970,The Robertson Trust,0.0603268064012
360G-OCF-A453721,The Berin Centre,Continuing support for the Berin Centre,2017-08-03T00:00:00+00:00,20000.0,GB-CHC-1151621,Oxfordshire Community Foundation,0.0603268064012
360G-blf-0031010532,Holy Trinity Centre - Trinity Daycare,Not Available,2014-06-25,8340.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031018131,The Fraser Centre Redevelopment Project,Not Available,2015-01-20,83724.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031033293,Riverdee Centre,Riverdee Centre,2016-03-23T00:00:00+00:00,491397.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031006906,The Final Touches to the Poppy Centre,Not Available,2014-04-02,10000.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-Walcot-00680000013YUxyAAG,Archbishop Sumner EFT - PGL Osmington Bay Activity Centre Weymouth,Archbishop Sumner EFT - PGL Osmington Bay Activity Centre Weymouth,2016-12-09T00:00:00+00:00,2541.0,GB-CHC-312800,Walcot Foundation,0.0603268064012
360G-LondonCatalyst-1230062400000ZHfNGAA1,Haringey Migrant Support Centre - 3,Hardship Fund,2017-09-05T00:00:00+00:00,1500.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-LondonCatalyst-1230062400000DxikFAAR,Haringey Migrant Support Centre - 1,Hardship Fund,2015-05-27T00:00:00+00:00,1000.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-RobertsonTrust-006b000000Ng9GIAAZ,The Haven Centre,The Haven Centre,2017-11-21T00:00:00+00:00,380000.0,GB-SC-SC002970,The Robertson Trust,0.0603268064012
360G-blf-0031030926,MC Linwood  (Mossedge Centre Linwood),MC Linwood  (Mossedge Centre Linwood),2016-01-29T00:00:00+00:00,49932.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031017539,Fiveways Activity Centre,Not Available,2014-12-17,9999.79,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031011343,Sharpe's Jerk Centre,Not Available,2014-07-09,10000.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-dulverton-006D000000MJp5P,restoration work after storm damage at the Loch Eil Centre,restoration work after storm damage at the Loch Eil Centre,2012-02-15T00:00:00+00:00,12000.0,GB-COH-07991677,The Dulverton Trust,0.0603268064012
360G-blf-0031007514,Centre 56 'Playmates',Not Available,2014-04-14,280149.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-CFTyneWearNland-161479,Towards Development of the Kids Kabin's satellite centre in Pottery Bank,Towards Development of the Kids Kabin's satellite centre in Pottery Bank,2016-01-13T00:00:00+00:00,6914.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0603268064012
360G-blf-0031014067,The free@last Norton Centre,Not Available,2014-09-17,97704.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-LondonCatalyst-1230062400000DxiqTAAR,River Christian Centre - 2,Hardship Fund,2013-05-28T00:00:00+00:00,500.0,GB-CHC-1066739,London Catalyst,0.0603268064012
360G-blf-0031010693,Johnstonebridge Centre,Not Available,2014-06-25,1052117.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031019346,User retention and enhancement for our centre,Not Available,2015-02-18,10000.0,360G-blf,The Big Lottery Fund,0.0603268064012
360G-blf-0031019941,Gifting of the Rees Centre to the Talbot Community Centre,Not Available,2015-03-07,3256.0,360G-blf,The Big Lottery Fund,0.0574531271951
360G-blf-0030047948,King George V Sports & Community Centre,Items for the centre will be purchased to enable the centre to be opened.,2006-03-30,5000.0,360G-blf,The Big Lottery Fund,0.05565649495
360G-blf-0030048065,The Greig Centre,"This community centre in Alcester, Warwickshire will develop its crèche facilities.",2006-06-15,5000.0,360G-blf,The Big Lottery Fund,0.0534436020276
360G-gatsbyfoundation:GAT3419,Towards the activities of the Centre for Theoretical Neuroscience,A five-year grant (2014-2018) to provide continued support to the Columbia Centre for Theoretical Neuroscience.,2013-12-03,1250000.0,GB-CHC-251988,Gatsby Charitable Foundation,0.0522866027568
360G-COOPGROUP-11462,Grant to Shannon Community Centre,We run a commnity centre and would love a new A new coffee / Cappuccino /Latte / Hot Chocolate machine.,2017-11-29,2100.26,GB-COH-IP00525R,Co-operative Group,0.0521013303466
360G-blf-0031011783,To provide a Gas supply for our Community Centre,Not Available,2014-07-16,4866.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031000644,Broomhill Community Centre,Broomhill Community Centre,2013-10-25,9900.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031019474,Ardrossan Community Centre,Not Available,2015-02-24,10000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-JRCT-9858,Grant to Centre for Investigative Journalism,Community Journalism Investigations Support,2017-07-15T00:00:00+00:00,32000.0,GB-CHC-210037,Joseph Rowntree Charitable Trust,0.0510617985798
360G-blf-0031029260,Llangurig Community Centre Project,Llangurig Community Centre Project,2015-11-25T00:00:00+00:00,250000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-dulverton-006D000000MJrUF,refitting the Community Centre,refitting the Community Centre,2009-10-22T00:00:00+00:00,3000.0,GB-COH-07991677,The Dulverton Trust,0.0510617985798
360G-blf-0031012519,Forgewood Community Centre,Not Available,2014-08-06,1085000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-dulverton-006D000000MJrHM,Towards the Charlbury Community Centre Appeal,Towards the Charlbury Community Centre Appeal,2006-10-24T00:00:00+00:00,3000.0,GB-COH-07991677,The Dulverton Trust,0.0510617985798
360G-dulverton-006D000000MJrK0,Towards the Community Centre project,Towards the Community Centre project,2007-05-10T00:00:00+00:00,2000.0,GB-COH-07991677,The Dulverton Trust,0.0510617985798
360G-blf-0031040367,Ysgol Bronyfoel Community Centre,Ysgol Bronyfoel Community Centre,2016-10-05T00:00:00+00:00,946851.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031027922,Ysgol Bronyfoel Community Centre,Ysgol Bronyfoel Community Centre,2015-10-20T00:00:00+00:00,37516.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031011481,2 Pins Community Centre,Not Available,2014-07-11,8202.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031017350,Craigdale Community Centre,Not Available,2014-12-17,9920.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031021078,Aultbea Community Centre Project,Aultbea Community Centre Project,2015-04-15T00:00:00+00:00,77237.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031012836,Sparth Community Centre IT Project,Not Available,2014-08-13,7771.69,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031007513,Cornerstones Centre for the Community,Not Available,2014-04-14,90000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0030044435,Blackout curtains,The group will provide blackout curtains for use in the Community Centre they created by refurbishing the Methodist Chapel.,2006-03-01,4030.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031009582,Uley Community Sauna and Well-Being Centre,Not Available,2014-06-04,5000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031016086,Hightown Community Centre,Not Available,2014-11-12,1243.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031013934,Our Centre Our Community,Not Available,2014-09-17,10000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031018995,The 2 Pins Community  Centre,Not Available,2015-02-05,20000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031007701,Carsphairn Community Centre Project,Not Available,2014-04-27,8349.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031001997,The New Philleigh Community Centre,No press release available in this release,2013-12-17,6528.43,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031042439,Celebrating the re-opening of Bridgend Farmhouse as a community centre,Celebrating the re-opening of Bridgend Farmhouse as a community centre,2016-11-16T00:00:00+00:00,2260.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031015274,Hamsteels Community Centre,Not Available,2014-10-21,4700.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031014519,The New Philleigh Community Centre,Not Available,2014-09-23,160670.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031013898,Benchill Community Centre - Continuation,Not Available,2014-09-11,499246.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031005633,Coldstream Community Centre Insulation Project,Coldstream Community Centre Insulation Project,2014-03-13,7823.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-dulverton-006D000000onhMS,Charlbury Community Centre,Charlbury Community Centre,2016-07-18T00:00:00+00:00,5000.0,GB-COH-07991677,The Dulverton Trust,0.0510617985798
360G-dulverton-006D000000tzgXk,Charlbury Community Centre,Charlbury Community Centre,2017-10-24T00:00:00+00:00,1500.0,GB-COH-07991677,The Dulverton Trust,0.0510617985798
360G-blf-0030065553,Chapeltown Community Centre,Chapeltown Community Centre,2013-03-07,10000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031014823,Gibshill Community Centre,Not Available,2014-10-03,9500.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031008476,Burscough Community Activity Centre,Not Available,2014-05-14,10000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-CFTyneWearNland-171825,Towards Windmill Hills Centre Community Asset Transfer,Towards Windmill Hills Centre Community Asset Transfer,2017-03-16T00:00:00+00:00,10000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0510617985798
360G-woodward:WCT192,New Community Centre,New Community Centre,1998-07-22,500.0,GB-CHC-299963,Woodward Charitable Trust,0.0510617985798
360G-blf-0031026865,Modernisation of Guilsfield Community Centre,Modernisation of Guilsfield Community Centre,2015-09-10T00:00:00+00:00,5000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031010695,Cadder Community Centre,Not Available,2014-06-25,1191000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031013977,One Nation  Community Centre,Not Available,2014-09-17,9655.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031031201,Royston Community Centre,Royston Community Centre,2016-02-10T00:00:00+00:00,68734.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031015277,Community Centre Development,Not Available,2014-10-21,28948.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031014518,A Community Centre for Filby,Not Available,2014-09-23,500000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031011511,Croy Community Centre,Not Available,2014-07-08,10000.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0031049663,MCRG : Towards a community centre,MCRG : Towards a community centre,2017-05-24,37180.0,360G-blf,The Big Lottery Fund,0.0510617985798
360G-blf-0030023267,Welcoming Jubilee Centre,This project will improve the facilities at its advice centre.,2009-01-20,9547.0,360G-blf,The Big Lottery Fund,0.0506994485193
360G-QuartetCF-A457477,Solar panels for the Chessel Centre; environmental improvements to a new community centre for BS3,"To install solar panels at the new community centre, the Chessel Centre, based in Southville.",2017-10-31T00:00:00+00:00,10000.0,GB-CHC-1080418,Quartet Community Foundation,0.0504370887914
360G-blf-0030136579,Melbourne Centre Development - Yorks First Integrated Community Centre,This is a project to refurbish the Melbourne Centre community facility and this development grant will enable the group to develop their project further.,2007-11-26,22767.0,360G-blf,The Big Lottery Fund,0.049246308182
360G-woodward:WCT226,Communication Centre,Towards the Communications Centre,1999-01-27,3000.0,GB-CHC-299963,Woodward Charitable Trust,0.0491500712902
360G-blf-0030086497,Window blinds for community centre,The project is to improve the facilities at a new community centre. The money is for window blinds.,2006-01-24,780.0,360G-blf,The Big Lottery Fund,0.0484476096704
360G-wolfson-20886,Grant to The Anna Freud Centre,Centre for Child Development,2016-12-08,325000.0,GB-CHC-1156077,Wolfson Foundation,0.0482617791325
360G-wolfson-20519,Grant to The Grange Centre,Refurbishment of training centre,2015-12-10,30000.0,GB-CHC-1156077,Wolfson Foundation,0.0481438557263
360G-blf-0030044543,Malabar Community Centre,The group will purchase IT equipment for use in their community centre.,2006-03-30,4956.0,360G-blf,The Big Lottery Fund,0.0477526326442
360G-citybridgetrust-13659,Grant to Southwark Law Centre,"£1,300 to commission an independent access audit at Southwark Law Centre",2016-11-01T00:00:00+00:00,1300.0,GB-CHC-1035628,City Bridge Trust,0.0476764595485
360G-dulverton-006D000000MJrHP,Towards the costs of the Centre,Towards the costs of the Centre,2006-10-24T00:00:00+00:00,2500.0,GB-COH-07991677,The Dulverton Trust,0.0474179745527
360G-Walcot-0068000000odWCAAA2,Kings Avenue School- EFT Rippledown Centre Yr 4,Kings Avenue School- EFT Rippledown Centre Yr 4,2014-03-12T00:00:00+00:00,375.0,GB-CHC-312800,Walcot Foundation,0.0470047198259
360G-Walcot-00680000013ZD7yAAG,Kings Avenue School EFT - Arethusa Venture Centre,Kings Avenue School EFT - Arethusa Venture Centre,2016-12-16T00:00:00+00:00,2700.0,GB-CHC-312800,Walcot Foundation,0.0470047198259
360G-Walcot-00680000013ZDIrAAO,Kings Avenue School EFT - Rippledown Centre,Kings Avenue School EFT - Rippledown Centre,2016-12-16T00:00:00+00:00,3420.0,GB-CHC-312800,Walcot Foundation,0.0470047198259
360G-woodward:WCT1080,Towards establishing an editing & recording centre,Towards establishing an editing and recording centre at HMP Kirkham Prison Library for the Storybook Dads scheme.,2010-02-12,4350.0,GB-CHC-299963,Woodward Charitable Trust,0.0469644512355
360G-EFF-10-2518,Grant to Centre for Justice Innovation,Towards core costs of a new Centre for Justice Innovation.,2011-09-15T00:00:00.000Z,450000.0,GB-CHC-200051,Esmée Fairbairn Foundation,0.046940027884
360G-blf-0030010961,Community Coffee Bar and Information Centre,"The project is to set up a community coffee area and information centre at the Church. The money is for building and installing coffee bar area, bookcase and cabinet for information centre.",2007-05-21,4824.0,360G-blf,The Big Lottery Fund,0.046878550515
360G-blf-0030065172,The Carrick Centre Marketing Project,"The centre will use the grant to publicise and market, their centre and its activities.",2013-03-19,9350.0,360G-blf,The Big Lottery Fund,0.0464669502304
360G-woodward:WCT510,New centre,Towards the new museum and literature centre.,2002-07-03,10000.0,GB-CHC-299963,Woodward Charitable Trust,0.0464350741891
360G-blf-0030107187,The Leintwardine Centre Project - Community Centre,"Leintwardine Village Hall and Community Centre's 'The Leintwardine Centre Project - Community Centre' will provide a refurbished facility in the centre of the village. The project will fund the modernisation of the existing building, including rewiring electrics, improving insulation, installing a new heating system and creating a larger kitchen and letting space.",2008-09-03,348211.0,360G-blf,The Big Lottery Fund,0.0463035622628
360G-blf-0030136717,All Saints Community Centre,This is a project to create a new community centre and this development grant will enable the group to develop their project further.,2007-11-26,24413.0,360G-blf,The Big Lottery Fund,0.0462703057388
360G-traffordhousingtrust-URW15010,7th Davyhulme Pack 35 year celebrations,A sleepover at the Sealife centre Trafford Centre  and a meal and outing locally  to celebrate 35years of 7th Davyhulme Brownie Pack ,2015-04-07T00:00:00+00:00,986.0,GB-COH-04831118,Trafford Housing Trust Social Investment,0.0462300729807
360G-LondonCatalyst-1230062400000VBTTeAAP,Baobab Centre for Young Survivors in Exile - 4,Hardship Fund,2017-06-08T00:00:00+00:00,700.0,GB-CHC-1066739,London Catalyst,0.0461892351955
360G-LondonCatalyst-1230062400000Dxif3AAB,Baobab Centre for Young Survivors in Exile - 3,Hardship Fund,2015-06-10T00:00:00+00:00,800.0,GB-CHC-1066739,London Catalyst,0.0461892351955
360G-LondonCatalyst-1230062400000Dxif1AAB,Baobab Centre for Young Survivors in Exile - 1,Hardship Fund,2012-07-18T00:00:00+00:00,800.0,GB-CHC-1066739,London Catalyst,0.0461892351955
360G-LondonCatalyst-1230062400000Dxif2AAB,Baobab Centre for Young Survivors in Exile - 2,Hardship Fund,2014-02-19T00:00:00+00:00,800.0,GB-CHC-1066739,London Catalyst,0.0461892351955
360G-HeartofEnglandCF-A426382,Carrs Lane Counselling Centre,They are seeking funding to support the ongoing costs of the centre.,2016-12-08T00:00:00+00:00,1000.0,GB-CHC-1045304,Heart Of England Community Foundation,0.0461635469409
360G-dulverton-006D000000MJrT7,the Centre for Children's Ministry,the Centre for Children's Ministry,2009-07-21T00:00:00+00:00,20000.0,GB-COH-07991677,The Dulverton Trust,0.0461287284466
360G-CR-2141184,Whiterock Children's Centre Strategic Development ,Whiterock Children's Centre Strategic Development ,2016-11-30T00:00:00+00:00,40000.0,GB-CHC-326568 ,Comic Relief ,0.0461287284466
360G-blf-0030022153,Community Centre Renovation,"A project by this charity based in Belle Vale, Dudley to refurbish a community centre. The project will improve health and safety and make the centre more inviting.",2008-09-15,5250.0,360G-blf,The Big Lottery Fund,0.0453682188897
360G-dulverton-006D000000MJrMj,upgrading the IT equipment in the Cyber Centre,upgrading the IT equipment in the Cyber Centre,2008-02-07T00:00:00+00:00,2500.0,GB-COH-07991677,The Dulverton Trust,0.0452624470487
360G-woodward:WCT250,Equipment for Centre,Towards equipment for their new centre.,1999-02-03,1000.0,GB-CHC-299963,Woodward Charitable Trust,0.0452624470487
