DocumentWeight,Amount Awarded,Identifier,Topic
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.0,0.0,0,topic2
0.43650342962,1679474.0,14,topic2
0.308816780992,1269446.0,10,topic2
0.34748638257,645653.0,11,topic2
0.15766207273,201652.0,5,topic2
0.090263553493,9550.0,3,topic2
0.0616023717137,5282.0,2,topic2
0.124535740577,101865.0,4,topic2
0.511423780649,101514.0,16,topic2
0.332984775954,72447.0,10,topic2
0.278480154572,48389.0,9,topic2
0.368443958723,59092.0,11,topic2
0.158049301155,29166.0,5,topic2
0.217620079141,43196.0,7,topic2
0.216313424703,35549.0,7,topic2
0.166239988899,31746.0,5,topic2
0.644844576,142392.0,20,topic2
0.21502060651,77747.0,6,topic2
0.260303263273,75785.0,8,topic2
0.470409929412,161527.0,15,topic2
0.417714575366,107190.0,13,topic2
0.156998251591,36850.0,5,topic2
0.184392852879,53092.0,6,topic2
0.0964012201154,26891.0,3,topic2
0.129879151138,29489.0,4,topic2
0.169280267209,51517.0,5,topic2
0.385492825083,79237.0,12,topic2
0.443597799051,79678.0,14,topic2
0.532153689065,142157.0,17,topic2
0.286578536605,78437.0,9,topic2
0.315944440372,80995.0,10,topic2
0.284550751879,80054.0,9,topic2
0.417323063205,97383.0,13,topic2
0.216170000168,61585.0,7,topic2
0.152573570706,211531.0,5,topic2
0.445717296137,136651.0,14,topic2
0.342080245616,66611.0,11,topic2
0.287069349503,63003.0,9,topic2
0.190822750278,47205.0,6,topic2
0.303854249147,46249.23,9,topic2
0.596449486754,97210.0,18,topic2
0.562127463841,105212.0,14,topic2
0.806645452509,348003.0,22,topic2
0.554099817077,374371.17,15,topic2
0.377580584162,77259.0,10,topic2
0.215364971085,53140.0,6,topic2
0.136556801734,19590.0,4,topic2
0.264662177575,155926.0,8,topic2
0.275481778714,41186.0,7,topic2
0.194081535164,81732.0,6,topic2
0.105926618447,16785.0,3,topic2
0.376437037045,284614.0,9,topic2
0.308237774383,169718.0,9,topic2
0.110702693742,29695.0,3,topic2
0.24138407984,42883.59,7,topic2
0.274323709956,24696.62,8,topic2
0.0820335507431,12500.0,2,topic2
