index,DocumentWeight,Amount Awarded,Identifier,Topic
1997-09-01,0.0380280568982,5000.0,1,topic12
1997-10-01,0.0,0.0,0,topic12
1997-11-01,0.0,0.0,0,topic12
1997-12-01,0.0,0.0,0,topic12
1998-01-01,0.0,0.0,0,topic12
1998-02-01,0.0736066714247,10500.0,2,topic12
1998-03-01,0.0,0.0,0,topic12
1998-04-01,0.0,0.0,0,topic12
1998-05-01,0.0,0.0,0,topic12
1998-06-01,0.0,0.0,0,topic12
1998-07-01,0.0,0.0,0,topic12
1998-08-01,0.0,0.0,0,topic12
1998-09-01,0.0,0.0,0,topic12
1998-10-01,0.0,0.0,0,topic12
1998-11-01,0.0,0.0,0,topic12
1998-12-01,0.0,0.0,0,topic12
1999-01-01,0.0,0.0,0,topic12
1999-02-01,0.0,0.0,0,topic12
1999-03-01,0.0,0.0,0,topic12
1999-04-01,0.0,0.0,0,topic12
1999-05-01,0.0,0.0,0,topic12
1999-06-01,0.0,0.0,0,topic12
1999-07-01,0.0,0.0,0,topic12
1999-08-01,0.0,0.0,0,topic12
1999-09-01,0.0,0.0,0,topic12
1999-10-01,0.0,0.0,0,topic12
1999-11-01,0.0,0.0,0,topic12
1999-12-01,0.0,0.0,0,topic12
2000-01-01,0.0,0.0,0,topic12
2000-02-01,0.0,0.0,0,topic12
2000-03-01,0.0,0.0,0,topic12
2000-04-01,0.0,0.0,0,topic12
2000-05-01,0.0,0.0,0,topic12
2000-06-01,0.0,0.0,0,topic12
2000-07-01,0.0,0.0,0,topic12
2000-08-01,0.0,0.0,0,topic12
2000-09-01,0.0,0.0,0,topic12
2000-10-01,0.0,0.0,0,topic12
2000-11-01,0.0,0.0,0,topic12
2000-12-01,0.0,0.0,0,topic12
2001-01-01,0.0,0.0,0,topic12
2001-02-01,0.0,0.0,0,topic12
2001-03-01,0.0,0.0,0,topic12
2001-04-01,0.0258722592805,500.0,1,topic12
2001-05-01,0.0,0.0,0,topic12
2001-06-01,0.0267091044647,43190.0,1,topic12
2001-07-01,0.0,0.0,0,topic12
2001-08-01,0.0,0.0,0,topic12
2001-09-01,0.0,0.0,0,topic12
2001-10-01,0.0,0.0,0,topic12
2001-11-01,0.0,0.0,0,topic12
2001-12-01,0.0,0.0,0,topic12
2002-01-01,0.0,0.0,0,topic12
2002-02-01,0.0240697484434,2500.0,1,topic12
2002-03-01,0.0,0.0,0,topic12
2002-04-01,0.0,0.0,0,topic12
2002-05-01,0.0,0.0,0,topic12
2002-06-01,0.0,0.0,0,topic12
2002-07-01,0.0,0.0,0,topic12
2002-08-01,0.0,0.0,0,topic12
2002-09-01,0.0,0.0,0,topic12
2002-10-01,0.0,0.0,0,topic12
2002-11-01,0.0,0.0,0,topic12
2002-12-01,0.0,0.0,0,topic12
2003-01-01,0.0,0.0,0,topic12
2003-02-01,0.0,0.0,0,topic12
2003-03-01,0.0278012759759,32000.0,1,topic12
2003-04-01,0.0,0.0,0,topic12
2003-05-01,0.0309805609421,600.0,1,topic12
2003-06-01,0.0,0.0,0,topic12
2003-07-01,0.0,0.0,0,topic12
