DocumentWeight,Amount Awarded,Identifier,Topic
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0368147682509,18000.0,1,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0426367865261,1240.0,1,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0,0.0,0,topic9
0.0323264384907,5000.0,1,topic9
0.0381098798003,652.0,1,topic9
0.0687164460521,103550.0,2,topic9
0.0335417102721,465968.0,1,topic9
0.101410043914,13579.0,3,topic9
0.16304523454,603035.0,5,topic9
0.130323447838,244282.0,4,topic9
0.135433712714,169105.0,4,topic9
0.0669557599555,3829.0,2,topic9
0.130331095414,218689.0,4,topic9
0.0630948760762,283796.0,2,topic9
0.176693342165,303193.0,5,topic9
0.128625520334,4836450.0,4,topic9
0.133413015684,511363.0,4,topic9
0.137310736372,222475.0,4,topic9
0.0633961320661,11007792.0,2,topic9
0.0640464068176,995369.0,2,topic9
0.0647653514569,45202.0,2,topic9
0.0330753723958,10000.0,1,topic9
0.131358635987,502447.0,4,topic9
0.0648073436432,805477.0,2,topic9
0.067682865591,344157.0,2,topic9
0.0,0.0,0,topic9
0.0636783647138,19850.0,2,topic9
0.0964559119546,23985.0,3,topic9
0.248179404615,56988.0,7,topic9
0.195624173993,429532.0,6,topic9
0.173254992209,357926.0,5,topic9
0.237781843832,759303.0,7,topic9
0.162344842342,44908.0,5,topic9
0.169763506429,213142.0,5,topic9
0.230829879342,763463.0,7,topic9
0.234858575348,20696527.0,7,topic9
0.204863371617,325357.0,6,topic9
0.284227080636,83946.0,8,topic9
0.299967810533,693033.0,9,topic9
0.266549070455,140628.1,8,topic9
0.342381159466,435557.0,10,topic9
0.31382813231,3388246.0,9,topic9
0.56729731,494883.31,16,topic9
0.48048264508,76628.0,13,topic9
0.983702534033,1341945.41,27,topic9
1.39482030979,1618594.1,36,topic9
0.850840424664,182116.89,23,topic9
0.877023205314,1235991.17,25,topic9
0.473678148403,105130.0,14,topic9
0.535997234615,482310.0,16,topic9
0.855901672586,2074807.0,25,topic9
1.02816061812,1521277.64,29,topic9
0.717349261092,644729.4,21,topic9
0.769244562587,4306055.52,22,topic9
0.87139716813,637787.2,25,topic9
0.446068395639,493874.0,13,topic9
0.606677126097,171571.99,18,topic9
0.305136876329,188571.56,9,topic9
0.0426367865261,30000.0,1,topic9
