DocumentWeight,Amount Awarded,Identifier,Topic
0.0423169047135,1000.0,1,topic13
0.0,0.0,0,topic13
0.0364845770088,1000.0,1,topic13
0.0,0.0,0,topic13
0.0510617985798,500.0,1,topic13
0.0,0.0,0,topic13
0.253262416758,24000.0,5,topic13
0.0,0.0,0,topic13
0.0411709038644,47500.0,1,topic13
0.0794375701153,31930.0,2,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0444476135858,1000.0,1,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.039815897092,75000.0,1,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.110482915878,59982.0,3,topic13
0.0464350741891,10000.0,1,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0,0.0,0,topic13
0.0381295723404,5000.0,1,topic13
0.035655380411,4720.0,1,topic13
0.0765097244309,1008842.0,2,topic13
0.157958727816,26500.0,3,topic13
0.23843941246,279149.0,6,topic13
0.287443120155,306227.0,7,topic13
0.0799613503917,25000.0,2,topic13
0.412686302977,32197.0,9,topic13
0.207161635955,44629.4,5,topic13
0.0803655153002,14361.0,2,topic13
0.4927893082,602412.0,12,topic13
0.2859147251,56867.0,7,topic13
0.255136143342,36223.0,6,topic13
0.258204905857,97741.0,6,topic13
0.45170135283,189381.0,11,topic13
0.126417292668,79532.0,3,topic13
0.0360252954888,298000.0,1,topic13
0.190110294873,379217.0,4,topic13
0.0739743924129,9299.0,2,topic13
0.160260249073,32345.0,4,topic13
0.0823223724384,18956.0,2,topic13
0.243970994391,53075.0,6,topic13
0.134057928327,22475.0,3,topic13
0.324040296176,422176.0,8,topic13
0.254478442541,4465634.0,6,topic13
0.115423773428,1204594.0,3,topic13
0.149264316735,78500.0,4,topic13
0.0793597402906,1247840.0,2,topic13
0.143790831596,48999.0,3,topic13
0.199865162405,613200.0,5,topic13
0.200724035814,69803.0,5,topic13
0.413732340223,357834.0,10,topic13
0.333699616832,103450.0,8,topic13
0.228064323165,76300.0,5,topic13
0.0430706267171,10000.0,1,topic13
0.353780672201,142549.0,8,topic13
0.177906983088,110370.0,4,topic13
0.149904205924,38300.0,4,topic13
0.395704531222,1308808.43,8,topic13
0.403234147928,60204.0,9,topic13
1.13412950708,3023092.52,24,topic13
1.42265279316,3787434.2,30,topic13
1.39025012154,51552704.79,31,topic13
1.3501982705,1264109.0,28,topic13
0.359676279373,317908.0,8,topic13
0.431582558078,141724.0,9,topic13
0.771689057597,845095.0,17,topic13
0.920712432208,3007374.0,20,topic13
0.482143809956,156582.0,12,topic13
0.427841962407,180964.0,10,topic13
1.14695984805,3084868.0,25,topic13
0.815975931417,1036602.48,19,topic13
0.369591302022,133706.0,8,topic13
0.766102276926,129042.91,18,topic13
0.957482690646,2119061.99,22,topic13
0.173082778363,355500.0,4,topic13
