DocumentWeight,Amount Awarded,Identifier,Topic
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0400878301468,5000.0,1,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0278022490303,8500.0,1,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0603705298455,40500.0,2,topic10
0.0,0.0,0,topic10
0.0344593774979,1500.0,1,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0,0.0,0,topic10
0.0274061311865,30000.0,1,topic10
0.264224082455,31988.0,9,topic10
0.25247514285,39898.0,9,topic10
0.0536988449394,6112.0,2,topic10
0.394885629759,81993.0,13,topic10
0.172999336287,47661.0,6,topic10
0.290139706206,260557.0,10,topic10
0.518935361866,148401.0,17,topic10
0.869850637141,382700.0,29,topic10
0.312896720053,91825.0,11,topic10
0.170835692132,36898.0,6,topic10
0.242799129567,45643.0,8,topic10
0.109408043429,26030.0,4,topic10
0.0933193794306,33000.0,3,topic10
0.332609993437,254120.0,11,topic10
0.237761873244,93232.0,8,topic10
0.401210176813,104313.0,14,topic10
0.239736542482,77245.0,9,topic10
0.133563924732,31848.0,5,topic10
0.321112840283,172314.0,11,topic10
0.343400822492,93365.0,12,topic10
0.231055691172,715240.0,8,topic10
0.14489368004,43713.0,5,topic10
0.273443724087,431016.0,9,topic10
0.300850397923,56251.0,10,topic10
0.443845973942,121771.0,15,topic10
0.240232836705,52556.0,8,topic10
0.140482027301,42928.0,5,topic10
0.174401995538,975510.0,6,topic10
0.330192810776,125051.0,11,topic10
0.205451640466,41145.0,7,topic10
0.27260258043,81341.0,9,topic10
0.164289693299,54808.0,6,topic10
0.166561571592,36068.0,6,topic10
0.211803002304,259585.5,8,topic10
0.0274896858076,9350.0,1,topic10
0.163744201833,91519.0,6,topic10
0.134611475939,31721.0,4,topic10
0.112406706847,38947.0,4,topic10
0.151987030048,41317.0,5,topic10
0.558415259416,511379.03,18,topic10
0.24418868285,60029.0,7,topic10
0.455190096893,110857.0,13,topic10
0.417924343537,393300.5,13,topic10
0.644976427362,268129.77,20,topic10
0.366522413076,122045.5,11,topic10
0.299296843919,134709.0,10,topic10
0.374546292505,1726462.0,12,topic10
0.236278166799,44353.0,8,topic10
0.214191450642,112219.0,7,topic10
0.259617690471,54755.0,9,topic10
0.28360850317,55633.0,9,topic10
0.257575771163,44125.0,8,topic10
0.230415272937,32769.0,7,topic10
0.15199513588,67686.0,5,topic10
0.190162104865,42829.72,6,topic10
0.0270761520717,2500.0,1,topic10
