index,DocumentWeight,Amount Awarded,Identifier,Topic
1997-09-01,0.0,0.0,0,topic0
1997-10-01,0.0,0.0,0,topic0
1997-11-01,0.0,0.0,0,topic0
1997-12-01,0.0,0.0,0,topic0
1998-01-01,0.0,0.0,0,topic0
1998-02-01,0.0,0.0,0,topic0
1998-03-01,0.0,0.0,0,topic0
1998-04-01,0.0,0.0,0,topic0
1998-05-01,0.0,0.0,0,topic0
1998-06-01,0.0,0.0,0,topic0
1998-07-01,0.0,0.0,0,topic0
1998-08-01,0.0,0.0,0,topic0
1998-09-01,0.0,0.0,0,topic0
1998-10-01,0.0,0.0,0,topic0
1998-11-01,0.0,0.0,0,topic0
1998-12-01,0.0,0.0,0,topic0
1999-01-01,0.0,0.0,0,topic0
1999-02-01,0.0,0.0,0,topic0
1999-03-01,0.0,0.0,0,topic0
1999-04-01,0.0,0.0,0,topic0
1999-05-01,0.0,0.0,0,topic0
1999-06-01,0.0,0.0,0,topic0
1999-07-01,0.0,0.0,0,topic0
1999-08-01,0.0,0.0,0,topic0
1999-09-01,0.0,0.0,0,topic0
1999-10-01,0.0,0.0,0,topic0
1999-11-01,0.0,0.0,0,topic0
1999-12-01,0.0,0.0,0,topic0
2000-01-01,0.0,0.0,0,topic0
2000-02-01,0.0,0.0,0,topic0
2000-03-01,0.0,0.0,0,topic0
2000-04-01,0.0,0.0,0,topic0
2000-05-01,0.0,0.0,0,topic0
2000-06-01,0.0,0.0,0,topic0
2000-07-01,0.0,0.0,0,topic0
2000-08-01,0.0,0.0,0,topic0
2000-09-01,0.0,0.0,0,topic0
2000-10-01,0.0,0.0,0,topic0
2000-11-01,0.0,0.0,0,topic0
2000-12-01,0.0,0.0,0,topic0
2001-01-01,0.0,0.0,0,topic0
2001-02-01,0.0,0.0,0,topic0
2001-03-01,0.0,0.0,0,topic0
2001-04-01,0.0,0.0,0,topic0
2001-05-01,0.0,0.0,0,topic0
2001-06-01,0.0,0.0,0,topic0
2001-07-01,0.0,0.0,0,topic0
2001-08-01,0.0,0.0,0,topic0
2001-09-01,0.0,0.0,0,topic0
2001-10-01,0.0,0.0,0,topic0
2001-11-01,0.0,0.0,0,topic0
2001-12-01,0.0,0.0,0,topic0
2002-01-01,0.0,0.0,0,topic0
2002-02-01,0.0,0.0,0,topic0
2002-03-01,0.0,0.0,0,topic0
2002-04-01,0.0,0.0,0,topic0
2002-05-01,0.0,0.0,0,topic0
2002-06-01,0.0,0.0,0,topic0
2002-07-01,0.0,0.0,0,topic0
2002-08-01,0.0,0.0,0,topic0
2002-09-01,0.0,0.0,0,topic0
2002-10-01,0.0,0.0,0,topic0
2002-11-01,0.0,0.0,0,topic0
2002-12-01,0.0,0.0,0,topic0
2003-01-01,0.0,0.0,0,topic0
2003-02-01,0.0,0.0,0,topic0
2003-03-01,0.0,0.0,0,topic0
2003-04-01,0.0,0.0,0,topic0
2003-05-01,0.0,0.0,0,topic0
2003-06-01,0.0,0.0,0,topic0
2003-07-01,0.0,0.0,0,topic0
2003-08-01,0.0,0.0,0,topic0
2003-09-01,0.0,0.0,0,topic0
2003-10-01,0.0,0.0,0,topic0
2003-11-01,0.0,0.0,0,topic0
2003-12-01,0.0,0.0,0,topic0
2004-01-01,0.0,0.0,0,topic0
2004-02-01,0.0,0.0,0,topic0
2004-03-01,0.0,0.0,0,topic0
2004-04-01,0.850898067873,18865.0,18,topic0
2004-05-01,1.70384606697,34640.0,36,topic0
2004-06-01,0.426506377825,9975.0,9,topic0
2004-07-01,0.141908804513,3500.0,3,topic0
2004-08-01,0.567764731151,19950.0,12,topic0
2004-09-01,1.46359105799,60881.0,31,topic0
2004-10-01,2.50334518513,82875.0,53,topic0
2004-11-01,3.64036981946,129646.0,77,topic0
2004-12-01,2.26871614606,80424.0,48,topic0
2005-01-01,3.3077860009,120566.0,70,topic0
2005-02-01,4.63178009749,136077.0,98,topic0
2005-03-01,2.74207120098,77640.0,58,topic0
2005-04-01,2.26946517491,61705.0,48,topic0
2005-05-01,3.30973735446,79598.0,70,topic0
2005-06-01,0.568057578469,13050.0,12,topic0
2005-07-01,0.472020331426,11862.0,10,topic0
2005-08-01,1.04014266645,31760.0,22,topic0
2005-09-01,0.472606026062,14805.0,10,topic0
2005-10-01,0.330339617681,7725.0,7,topic0
2005-11-01,0.709803048764,27380.0,15,topic0
2005-12-01,0.330632464999,10470.0,7,topic0
2006-01-01,0.236417058415,6125.0,5,topic0
2006-02-01,0.0948011012206,3325.0,2,topic0
2006-03-01,0.189309355123,4025.0,4,topic0
2006-04-01,0.0,0.0,0,topic0
2006-05-01,0.0,0.0,0,topic0
2006-06-01,0.0,0.0,0,topic0
2006-07-01,0.0,0.0,0,topic0
2006-08-01,0.0,0.0,0,topic0
2006-09-01,0.0,0.0,0,topic0
2006-10-01,0.0,0.0,0,topic0
2006-11-01,0.0,0.0,0,topic0
2006-12-01,0.0,0.0,0,topic0
2007-01-01,0.0,0.0,0,topic0
2007-02-01,0.0,0.0,0,topic0
2007-03-01,0.0,0.0,0,topic0
2007-04-01,0.0,0.0,0,topic0
2007-05-01,0.0,0.0,0,topic0
2007-06-01,0.0,0.0,0,topic0
2007-07-01,0.0,0.0,0,topic0
2007-08-01,0.0,0.0,0,topic0
2007-09-01,0.0,0.0,0,topic0
2007-10-01,0.0,0.0,0,topic0
2007-11-01,0.0,0.0,0,topic0
2007-12-01,0.0,0.0,0,topic0
2008-01-01,0.0,0.0,0,topic0
2008-02-01,0.0,0.0,0,topic0
2008-03-01,0.0,0.0,0,topic0
2008-04-01,0.0,0.0,0,topic0
2008-05-01,0.0,0.0,0,topic0
2008-06-01,0.0,0.0,0,topic0
2008-07-01,0.0,0.0,0,topic0
2008-08-01,0.0,0.0,0,topic0
2008-09-01,0.0,0.0,0,topic0
2008-10-01,0.0,0.0,0,topic0
2008-11-01,0.0,0.0,0,topic0
2008-12-01,0.0,0.0,0,topic0
2009-01-01,0.0,0.0,0,topic0
2009-02-01,0.0,0.0,0,topic0
2009-03-01,0.0,0.0,0,topic0
2009-04-01,0.0,0.0,0,topic0
2009-05-01,0.0,0.0,0,topic0
2009-06-01,0.0,0.0,0,topic0
2009-07-01,0.0,0.0,0,topic0
2009-08-01,0.0,0.0,0,topic0
2009-09-01,0.0,0.0,0,topic0
2009-10-01,0.0,0.0,0,topic0
2009-11-01,0.0,0.0,0,topic0
2009-12-01,0.0,0.0,0,topic0
2010-01-01,0.0,0.0,0,topic0
2010-02-01,0.0,0.0,0,topic0
2010-03-01,0.0,0.0,0,topic0
2010-04-01,0.0,0.0,0,topic0
2010-05-01,0.0,0.0,0,topic0
2010-06-01,0.0,0.0,0,topic0
2010-07-01,0.0,0.0,0,topic0
2010-08-01,0.0,0.0,0,topic0
2010-09-01,0.0,0.0,0,topic0
2010-10-01,0.0,0.0,0,topic0
2010-11-01,0.0,0.0,0,topic0
2010-12-01,0.0,0.0,0,topic0
2011-01-01,0.0,0.0,0,topic0
2011-02-01,0.0,0.0,0,topic0
2011-03-01,0.0,0.0,0,topic0
2011-04-01,0.0,0.0,0,topic0
2011-05-01,0.0,0.0,0,topic0
2011-06-01,0.0,0.0,0,topic0
