DocumentWeight,Amount Awarded,Identifier,Topic
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0780841537138,6250.0,2,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0433074030174,1000.0,1,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.0,0.0,0,topic5
0.244218932886,22555.0,6,topic5
0.424085314524,149039.0,11,topic5
0.16710880461,18142.0,4,topic5
0.272943815531,31107.0,7,topic5
0.280370533787,23870.0,7,topic5
0.474205379881,65590.0,12,topic5
0.236145170563,23950.0,6,topic5
0.601625538468,64797.0,15,topic5
0.271891964823,39493.0,7,topic5
0.32192399447,57191.0,8,topic5
0.156455470618,83643.0,4,topic5
0.246523295123,1127555.0,6,topic5
0.496756075659,4102289.0,13,topic5
0.127178172344,22200.0,3,topic5
0.0762574576771,253917.0,2,topic5
0.114973516004,16325.0,3,topic5
0.232632973612,518075.0,6,topic5
0.293000610293,1206725.0,7,topic5
0.370394621485,70686.0,9,topic5
0.305318786098,74204.0,8,topic5
0.124807024409,15054.0,3,topic5
0.0771974930979,11353.0,2,topic5
0.15934115003,30570.0,4,topic5
0.189004363002,39079.0,5,topic5
0.112416154711,22902.0,3,topic5
0.0780736738908,19225.0,2,topic5
0.354202638078,109888.0,9,topic5
0.114951785914,29816.0,3,topic5
0.118422064527,25000.0,3,topic5
0.192246592562,46804.0,5,topic5
0.26462682971,53627.0,7,topic5
0.274525476055,50957.0,7,topic5
0.196518569673,37150.0,5,topic5
0.307844467282,65638.0,8,topic5
0.232216299838,54415.0,6,topic5
0.345999460869,168851.0,9,topic5
0.393096373322,67988.0,10,topic5
0.701455310675,155125.0,18,topic5
0.31995135521,75605.0,8,topic5
0.696000826323,153192.72,18,topic5
1.05066580165,218893.0,25,topic5
0.896415507958,195700.32,21,topic5
0.96037662382,847699.29,23,topic5
1.16533879158,207358.0,27,topic5
0.388195382571,90041.0,10,topic5
0.563580556066,128929.0,14,topic5
0.608488908442,112665.0,15,topic5
0.484206040403,78191.0,12,topic5
0.525506643557,95768.0,13,topic5
0.311241781889,153802.0,8,topic5
0.612455200092,98081.0,15,topic5
0.35981658743,70901.0,9,topic5
0.468751109437,106177.0,12,topic5
0.267246147584,60832.94,7,topic5
0.238304855601,57851.0,6,topic5
0.0371766671161,2930.0,1,topic5
