DocumentWeight,Amount Awarded,Identifier,Topic
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.0,0.0,0,topic4
0.474190347914,56797.0,10,topic4
0.788156287642,125581.0,17,topic4
1.25257495,195800.0,27,topic4
0.617783868103,87483.0,13,topic4
0.73685417491,102414.0,16,topic4
1.27681699108,801476.0,27,topic4
0.607863438204,132894.0,13,topic4
1.04958938306,513663.0,22,topic4
0.916921618456,1196709.0,20,topic4
0.502950351353,104618.0,11,topic4
0.514669755105,78079.0,11,topic4
1.09812007453,149927.0,23,topic4
0.553988548926,84905.0,12,topic4
1.28987440733,187963.0,27,topic4
0.992564495229,177388.0,21,topic4
0.655055847086,107678.0,14,topic4
1.46941740625,196891.0,32,topic4
0.747411604028,111880.0,16,topic4
0.617568977876,60735.0,13,topic4
0.600467159686,108763.0,13,topic4
0.556041163783,96367.0,12,topic4
0.459985901705,109676.0,10,topic4
0.426148830001,56581.0,9,topic4
0.751780210645,99227.0,16,topic4
0.902307206247,657189.0,19,topic4
0.321282501077,1342113.0,7,topic4
0.468480889094,87139.0,10,topic4
0.144415741562,18885.0,3,topic4
0.189167742821,20172.0,4,topic4
0.520029673057,74546.0,11,topic4
0.431180788778,55585.0,9,topic4
0.748678118422,136688.0,16,topic4
0.271085687195,55963.0,6,topic4
0.145231835129,11480.0,3,topic4
0.614108082901,102552.0,13,topic4
0.0,0.0,0,topic4
