index,DocumentWeight,Amount Awarded,Identifier,Topic
1997-09-01,0.0,0.0,0,topic4
1997-10-01,0.0,0.0,0,topic4
1997-11-01,0.0,0.0,0,topic4
1997-12-01,0.0,0.0,0,topic4
1998-01-01,0.0,0.0,0,topic4
1998-02-01,0.0,0.0,0,topic4
1998-03-01,0.0,0.0,0,topic4
1998-04-01,0.0,0.0,0,topic4
1998-05-01,0.0,0.0,0,topic4
1998-06-01,0.0,0.0,0,topic4
1998-07-01,0.0,0.0,0,topic4
1998-08-01,0.0,0.0,0,topic4
1998-09-01,0.0,0.0,0,topic4
1998-10-01,0.0,0.0,0,topic4
1998-11-01,0.0,0.0,0,topic4
1998-12-01,0.0,0.0,0,topic4
1999-01-01,0.0,0.0,0,topic4
1999-02-01,0.0,0.0,0,topic4
1999-03-01,0.0,0.0,0,topic4
1999-04-01,0.0,0.0,0,topic4
1999-05-01,0.0,0.0,0,topic4
1999-06-01,0.0,0.0,0,topic4
1999-07-01,0.0,0.0,0,topic4
1999-08-01,0.0,0.0,0,topic4
1999-09-01,0.0,0.0,0,topic4
1999-10-01,0.0,0.0,0,topic4
1999-11-01,0.0,0.0,0,topic4
1999-12-01,0.0,0.0,0,topic4
2000-01-01,0.0,0.0,0,topic4
2000-02-01,0.0,0.0,0,topic4
2000-03-01,0.0,0.0,0,topic4
2000-04-01,0.0,0.0,0,topic4
2000-05-01,0.0,0.0,0,topic4
2000-06-01,0.0,0.0,0,topic4
2000-07-01,0.0,0.0,0,topic4
2000-08-01,0.0,0.0,0,topic4
2000-09-01,0.0,0.0,0,topic4
2000-10-01,0.0,0.0,0,topic4
2000-11-01,0.0,0.0,0,topic4
2000-12-01,0.0,0.0,0,topic4
2001-01-01,0.0,0.0,0,topic4
2001-02-01,0.0,0.0,0,topic4
2001-03-01,0.0,0.0,0,topic4
2001-04-01,0.0,0.0,0,topic4
2001-05-01,0.0,0.0,0,topic4
2001-06-01,0.0,0.0,0,topic4
2001-07-01,0.0,0.0,0,topic4
2001-08-01,0.0,0.0,0,topic4
2001-09-01,0.0,0.0,0,topic4
2001-10-01,0.0,0.0,0,topic4
2001-11-01,0.0,0.0,0,topic4
2001-12-01,0.0,0.0,0,topic4
2002-01-01,0.0,0.0,0,topic4
2002-02-01,0.0,0.0,0,topic4
2002-03-01,0.0,0.0,0,topic4
2002-04-01,0.0,0.0,0,topic4
2002-05-01,0.0,0.0,0,topic4
2002-06-01,0.0,0.0,0,topic4
2002-07-01,0.0,0.0,0,topic4
2002-08-01,0.0,0.0,0,topic4
2002-09-01,0.0,0.0,0,topic4
2002-10-01,0.0,0.0,0,topic4
2002-11-01,0.0,0.0,0,topic4
2002-12-01,0.0,0.0,0,topic4
2003-01-01,0.0,0.0,0,topic4
2003-02-01,0.0,0.0,0,topic4
2003-03-01,0.0,0.0,0,topic4
2003-04-01,0.0,0.0,0,topic4
2003-05-01,0.0,0.0,0,topic4
2003-06-01,0.0,0.0,0,topic4
2003-07-01,0.0,0.0,0,topic4
2003-08-01,0.0,0.0,0,topic4
2003-09-01,0.0,0.0,0,topic4
2003-10-01,0.0,0.0,0,topic4
2003-11-01,0.0,0.0,0,topic4
2003-12-01,0.0,0.0,0,topic4
2004-01-01,0.0,0.0,0,topic4
2004-02-01,0.0,0.0,0,topic4
2004-03-01,0.0,0.0,0,topic4
2004-04-01,0.0,0.0,0,topic4
2004-05-01,0.0,0.0,0,topic4
2004-06-01,0.0,0.0,0,topic4
2004-07-01,0.0,0.0,0,topic4
2004-08-01,0.0,0.0,0,topic4
2004-09-01,0.0,0.0,0,topic4
2004-10-01,0.0,0.0,0,topic4
2004-11-01,0.0,0.0,0,topic4
2004-12-01,0.0,0.0,0,topic4
2005-01-01,0.0,0.0,0,topic4
2005-02-01,0.0,0.0,0,topic4
2005-03-01,0.0,0.0,0,topic4
2005-04-01,0.0,0.0,0,topic4
2005-05-01,0.0,0.0,0,topic4
2005-06-01,0.0,0.0,0,topic4
2005-07-01,0.0,0.0,0,topic4
2005-08-01,0.0,0.0,0,topic4
2005-09-01,0.0,0.0,0,topic4
2005-10-01,0.0,0.0,0,topic4
2005-11-01,0.0,0.0,0,topic4
2005-12-01,0.0,0.0,0,topic4
2006-01-01,0.0,0.0,0,topic4
2006-02-01,0.0,0.0,0,topic4
2006-03-01,0.0,0.0,0,topic4
2006-04-01,0.0,0.0,0,topic4
2006-05-01,0.0,0.0,0,topic4
2006-06-01,0.0,0.0,0,topic4
2006-07-01,0.0,0.0,0,topic4
2006-08-01,0.0,0.0,0,topic4
2006-09-01,0.0,0.0,0,topic4
2006-10-01,0.0,0.0,0,topic4
2006-11-01,0.0,0.0,0,topic4
2006-12-01,0.0,0.0,0,topic4
2007-01-01,0.0,0.0,0,topic4
2007-02-01,0.0,0.0,0,topic4
2007-03-01,0.0,0.0,0,topic4
2007-04-01,0.0,0.0,0,topic4
2007-05-01,0.0,0.0,0,topic4
2007-06-01,0.0,0.0,0,topic4
2007-07-01,0.0,0.0,0,topic4
2007-08-01,0.0,0.0,0,topic4
2007-09-01,0.0,0.0,0,topic4
2007-10-01,0.0,0.0,0,topic4
2007-11-01,0.0,0.0,0,topic4
2007-12-01,0.0,0.0,0,topic4
2008-01-01,0.0,0.0,0,topic4
2008-02-01,0.0,0.0,0,topic4
2008-03-01,0.0,0.0,0,topic4
2008-04-01,0.0,0.0,0,topic4
2008-05-01,0.0,0.0,0,topic4
2008-06-01,0.0,0.0,0,topic4
2008-07-01,0.0,0.0,0,topic4
2008-08-01,0.0,0.0,0,topic4
2008-09-01,0.0,0.0,0,topic4
2008-10-01,0.0,0.0,0,topic4
2008-11-01,0.0,0.0,0,topic4
2008-12-01,0.0,0.0,0,topic4
2009-01-01,0.0,0.0,0,topic4
2009-02-01,0.0,0.0,0,topic4
2009-03-01,0.0,0.0,0,topic4
2009-04-01,0.0428604061083,8850.0,1,topic4
2009-05-01,0.190589044513,16034.0,4,topic4
2009-06-01,0.240740897293,31913.0,5,topic4
2009-07-01,0.376910790858,61695.0,8,topic4
2009-08-01,0.2261194428,33788.0,5,topic4
2009-09-01,0.185126053984,30098.0,4,topic4
2009-10-01,0.465993006084,69585.0,10,topic4
2009-11-01,0.462234906036,93181.0,10,topic4
2009-12-01,0.324347037884,33034.0,7,topic4
2010-01-01,0.290368497865,30957.0,6,topic4
2010-02-01,0.278646258,46526.0,6,topic4
2010-03-01,0.0487691122374,10000.0,1,topic4
2010-04-01,0.0916295183457,16405.0,2,topic4
2010-05-01,0.2261194428,29270.0,5,topic4
2010-06-01,0.419105213764,56739.0,9,topic4
2010-07-01,0.61082537178,100068.0,13,topic4
2010-08-01,0.334983048504,54682.0,7,topic4
2010-09-01,0.331008570792,646726.0,7,topic4
2010-10-01,0.237936855058,30194.0,5,topic4
2010-11-01,0.2782970648,86813.0,6,topic4
2010-12-01,0.0916295183457,15887.0,2,topic4
2011-01-01,0.427688068433,58965.0,9,topic4
2011-02-01,0.237936855058,39083.0,5,topic4
2011-03-01,0.383964459574,415615.0,8,topic4
2011-04-01,0.372661249974,446002.0,8,topic4
2011-05-01,0.367985539502,727194.0,8,topic4
2011-06-01,0.176274828979,23513.0,4,topic4
2011-07-01,0.182183535108,23720.0,4,topic4
2011-08-01,0.131527990878,38005.0,3,topic4
2011-09-01,0.189238825367,42893.0,4,topic4
2011-10-01,0.189167742821,30409.0,4,topic4
2011-11-01,0.179194675573,30025.0,4,topic4
2011-12-01,0.146307336712,17645.0,3,topic4
2012-01-01,0.192925445784,31345.0,4,topic4
2012-02-01,0.379968335834,66657.0,8,topic4
2012-03-01,0.525226292908,51925.0,11,topic4
2012-04-01,0.0869691480695,9677.0,2,topic4
2012-05-01,0.332067739192,59200.0,7,topic4
2012-06-01,0.134951661665,16028.0,3,topic4
2012-07-01,0.955474829377,133150.0,20,topic4
2012-08-01,0.285630465712,44975.0,6,topic4
2012-09-01,0.0487691122374,9838.0,1,topic4
2012-10-01,0.568962017697,108164.0,12,topic4
2012-11-01,0.184869853088,29153.0,4,topic4
2012-12-01,0.238732624445,40071.0,5,topic4
2013-01-01,0.288537773703,41896.0,6,topic4
2013-02-01,0.140398630583,24196.0,3,topic4
2013-03-01,0.2261194428,41586.0,5,topic4
2013-04-01,0.734995203281,106520.0,16,topic4
2013-05-01,0.177350330562,18830.0,4,topic4
2013-06-01,0.557071872405,71541.0,12,topic4
2013-07-01,0.190107039967,23777.0,4,topic4
2013-08-01,0.0437997032545,8668.0,1,topic4
2013-09-01,0.513504860806,79435.0,11,topic4
2013-10-01,0.188023545945,13821.0,4,topic4
2013-11-01,0.141337927729,14825.0,3,topic4
2013-12-01,0.288207504201,32089.0,6,topic4
2014-01-01,0.189167742821,39392.0,4,topic4
2014-02-01,0.178863107765,37405.0,4,topic4
2014-03-01,0.232436309101,31966.0,5,topic4
2014-04-01,0.0476936106545,9800.0,1,topic4
2014-05-01,0.277923113135,54159.0,6,topic4
2014-06-01,0.230424439994,32408.0,5,topic4
2014-07-01,0.139784866211,52766.0,3,topic4
2014-08-01,0.0916295183457,18470.0,2,topic4
2014-09-01,0.228571517148,38440.0,5,topic4
2014-10-01,0.190949918537,22627.0,4,topic4
2014-11-01,0.0975382244748,6395.0,2,topic4
2014-12-01,0.137660686989,27559.0,3,topic4
2015-01-01,0.234366503134,35600.0,5,topic4
2015-02-01,0.424143068377,49572.0,9,topic4
2015-03-01,0.0932706391338,14055.0,2,topic4
2015-04-01,0.0925688154919,16737.0,2,topic4
2015-05-01,0.485249518491,94977.0,10,topic4
2015-06-01,0.324488872264,545475.0,7,topic4
2015-07-01,0.136514771422,1013424.0,3,topic4
2015-08-01,0.0916295183457,11454.0,2,topic4
2015-09-01,0.0931382113086,317235.0,2,topic4
2015-10-01,0.324324555547,58011.0,7,topic4
2015-11-01,0.0964627228919,19128.0,2,topic4
2015-12-01,0.0476936106545,10000.0,1,topic4
2016-01-01,0.0479530186702,10000.0,1,topic4
2016-02-01,0.0487691122374,8225.0,1,topic4
2016-03-01,0.0476936106545,660.0,1,topic4
2016-04-01,0.0,0.0,0,topic4
2016-05-01,0.0,0.0,0,topic4
2016-06-01,0.189167742821,20172.0,4,topic4
2016-07-01,0.141110716861,23455.0,3,topic4
2016-08-01,0.0964627228919,13000.0,2,topic4
2016-09-01,0.282456233304,38091.0,6,topic4
2016-10-01,0.187919499609,19990.0,4,topic4
2016-11-01,0.145723064695,23067.0,3,topic4
2016-12-01,0.0975382244748,12528.0,2,topic4
2017-01-01,0.235230443865,41114.0,5,topic4
2017-02-01,0.195621726435,31817.0,4,topic4
